headword,word,tag,line_number,filename,context,text_type,reason
haven,han,v%pr_pl,The Summoner's Tale 1782,data/oxford_txts/SumT_oxford.txt,“How han ye fare° sith° that March bigan?,OXFORD,Present plural must end in -en or -e
seien,seyn,v%pr_pl,The Summoner's Tale 1794,data/oxford_txts/SumT_oxford.txt,"For lettre sleeth,° so as we clerkes seyn.",OXFORD,Present plural must end in -en or -e
preien,prey,v%inf,The Summoner's Tale 1814,data/oxford_txts/SumT_oxford.txt,"I wolde prey yow that ye nat yow greve,°",OXFORD,Infinitive must end in -en or -e
seien,seyn,v%inf,The Summoner's Tale 1856,data/oxford_txts/SumT_oxford.txt,"I dar wel seyn that, er that half an hour",OXFORD,Infinitive must end in -en or -e
wissen,wisse,v%pr_3,The Summoner's Tale 1858,data/oxford_txts/SumT_oxford.txt,"In min avisioun,° so God me wisse!°",OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Summoner's Tale 1860,data/oxford_txts/SumT_oxford.txt,That han been trewe freres fifty yeer;,OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Summoner's Tale 1876,data/oxford_txts/SumT_oxford.txt,We han° this worldes lust° al in despit.°,OXFORD,Present plural must end in -en or -e
don,do,v%inf,The Summoner's Tale 1897,data/oxford_txts/SumT_oxford.txt,"To preye for the peple, and do servise",OXFORD,Infinitive must end in -en or -e
seien,seyn,v%inf,The Summoner's Tale 1918,data/oxford_txts/SumT_oxford.txt,"¶“But herkne° now, Thomas, what I shal seyn.",OXFORD,Infinitive must end in -en or -e
seien,sey,v%pr_pl,The Summoner's Tale 1933,data/oxford_txts/SumT_oxford.txt,Whan they for soules sey the psalm of Davit,OXFORD,Present plural must end in -en or -e
seien,sey,v%pr_pl,The Summoner's Tale 1934,data/oxford_txts/SumT_oxford.txt,"Lo, ‘buf!’° they sey, ‘cor meum eructavit!’°",OXFORD,Present plural must end in -en or -e
preien,pray,v%pr_pl,The Summoner's Tale 1945,data/oxford_txts/SumT_oxford.txt,In our chapitre° pray we day and night,OXFORD,Present plural must end in -en or -e
senden,sende,v%pr_3,The Summoner's Tale 1946,data/oxford_txts/SumT_oxford.txt,"To Crist, that he thee sende hele° and might,°",OXFORD,Present 3rd sg must end in -th
helpen,help,v%pr_3,The Summoner's Tale 1949,data/oxford_txts/SumT_oxford.txt,"As help me Crist, as I, in fewe° yeres",OXFORD,Present 3rd sg must end in -th
holden,hold,v%pr_pl,The Summoner's Tale 1959,data/oxford_txts/SumT_oxford.txt,"Hold ye° than me, or elles our covent",OXFORD,Present plural must end in -en or -e
preien,pray,v%inf,The Summoner's Tale 1960,data/oxford_txts/SumT_oxford.txt,To pray for yow ben insufficient?,OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Summoner's Tale 1962,data/oxford_txts/SumT_oxford.txt,Your maladie is for° we han to lite.,OXFORD,Present plural must end in -en or -e
preien,prey,v%inf,The Summoner's Tale 1976,data/oxford_txts/SumT_oxford.txt,To prey for yow is ay° so diligent,OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Summoner's Tale 1997,data/oxford_txts/SumT_oxford.txt,That twenty thousand men han lost hir lives,OXFORD,Present plural must end in -en or -e
seien,sey,v%inf,The Summoner's Tale 2009,data/oxford_txts/SumT_oxford.txt,"Can sey, how ire engendreth° homicide.",OXFORD,Infinitive must end in -en or -e
seien,sey,v%inf,The Summoner's Tale 2011,data/oxford_txts/SumT_oxford.txt,I coude of ire sey so muche sorwe,OXFORD,Infinitive must end in -en or -e
slen,slain,v%ppl,The Summoner's Tale 2023,data/oxford_txts/SumT_oxford.txt,"That seide thus, ‘Thou hast thy felaw slain",OXFORD,Strong participle must end in -en or -e
chargen,charge,v%pr_3,The Summoner's Tale 2026,data/oxford_txts/SumT_oxford.txt,"‘Go lede him to the deeth, I charge thee.’",OXFORD,Present 3rd sg must end in -th
slen,slain,v%ppl,The Summoner's Tale 2032,data/oxford_txts/SumT_oxford.txt,"They seiden, ‘Lord, the knight ne hath nat slain",OXFORD,Strong participle must end in -en or -e
seien,seyn,v%inf,The Summoner's Tale 2035,data/oxford_txts/SumT_oxford.txt,"That is to seyn, bothe oon, and two, and three!’",OXFORD,Infinitive must end in -en or -e
don,don,v%inf,The Summoner's Tale 2042,data/oxford_txts/SumT_oxford.txt,And thus he did don sleen hem° alle three.,OXFORD,Infinitive must end in -en or -e
slen,slain,v%ppl,The Summoner's Tale 2073,data/oxford_txts/SumT_oxford.txt,"His son was slain, ther is namore to seye.",OXFORD,Strong participle must end in -en or -e
wenden,wente,v%pt_3,The Summoner's Tale 2082,data/oxford_txts/SumT_oxford.txt,Whan that he wente Babiloign° to winne.°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Summoner's Tale 2101,data/oxford_txts/SumT_oxford.txt,Whan other men han ben ful wel at eise,OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Summoner's Tale 2117,data/oxford_txts/SumT_oxford.txt,"Han freres been, that finde I of record,°",OXFORD,Present plural must end in -en or -e
seien,sey,v%pr_pl,The Summoner's Tale 2126,data/oxford_txts/SumT_oxford.txt,"Ye sey me thus, how that I am your brother?”",OXFORD,Present plural must end in -en or -e
comen,cam,v%pt_pl,The Summoner's Tale 2157,data/oxford_txts/SumT_oxford.txt,"Cam lepinge° in, and chaced out the frere;",OXFORD,Past plural must end in -en or -e
sen,see,v%pr_3,The Summoner's Tale 2169,data/oxford_txts/SumT_oxford.txt,Til atte laste he seide: “God yow see!”°,OXFORD,Present 3rd sg must end in -th
witen,woot,v%pr_pl,The Summoner's Tale 2194,data/oxford_txts/SumT_oxford.txt,"¶“Sir,” quod the lord, “ye woot what is to done.°",OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Summoner's Tale 2199,data/oxford_txts/SumT_oxford.txt,"As ye han herd biforn, ye woot wel what.",OXFORD,Present plural must end in -en or -e
witen,wel,v%pr_pl,The Summoner's Tale 2199,data/oxford_txts/SumT_oxford.txt,"As ye han herd biforn, ye woot wel what.",OXFORD,Present plural must end in -en or -e
heren,herde,v%pt_3,The Summoner's Tale 2244,data/oxford_txts/SumT_oxford.txt,"That° carf° his mete, and herde, word by word",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
sheuen,shew,v%inf,The Clerk's Tale 90,data/oxford_txts/ClT_oxford.txt,Or elles coude he shew wel swich° matere,OXFORD,Infinitive must end in -en or -e
don,doon,v%inf,The Clerk's Tale 105,data/oxford_txts/ClT_oxford.txt,"And ye, my lord, to doon right as yow leste.°",OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 107,data/oxford_txts/ClT_oxford.txt,"And al your werk and ever han doon, that we",OXFORD,Present plural must end in -en or -e
smiten,smit,v%pr_3,The Clerk's Tale 122,data/oxford_txts/ClT_oxford.txt,"And deeth manaceth° every age, and smit°",OXFORD,Present 3rd sg must end in -th
connen,can,v%pr_pl,The Clerk's Tale 133,data/oxford_txts/ClT_oxford.txt,"Honour to God and yow, as we can deme.°",OXFORD,Present plural must end in -en or -e
forbeden,forbede,v%pr_3,The Clerk's Tale 136,data/oxford_txts/ClT_oxford.txt,"For if it so bifelle, as God forbede",OXFORD,Present 3rd sg must end in -th
preien,pray,v%pr_pl,The Clerk's Tale 140,data/oxford_txts/ClT_oxford.txt,Wherfor we pray you hastily to wive.”,OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Clerk's Tale 142,data/oxford_txts/ClT_oxford.txt,Made the markis herte han pitee.,OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Clerk's Tale 209,data/oxford_txts/ClT_oxford.txt,"A doghter hadde he, fair ynogh to sighte",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
slepen,slepte,v%pt_3,The Clerk's Tale 224,data/oxford_txts/ClT_oxford.txt,She wolde noght been idel til she slepte.,OXFORD,Strong pt sg must not end in -en or -e
don,doon,v%inf,The Clerk's Tale 231,data/oxford_txts/ClT_oxford.txt,That child may doon to fadres reverence.,OXFORD,Infinitive must end in -en or -e
haven,have,v%pr_3,The Clerk's Tale 242,data/oxford_txts/ClT_oxford.txt,For thogh the peple have no greet insight,OXFORD,Present 3rd sg must end in -th
wondren,wondred,v%pt_pl,The Clerk's Tale 248,data/oxford_txts/ClT_oxford.txt,For which merveille wondred many a man,OXFORD,Past plural must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 273,data/oxford_txts/ClT_oxford.txt,In this array the righte wey han holde.,OXFORD,Present plural must end in -en or -e
haven,han,v%inf,The Clerk's Tale 280,data/oxford_txts/ClT_oxford.txt,She wolde fain han sein som of that sighte.,OXFORD,Infinitive must end in -en or -e
holden,holde,v%pr_3,The Clerk's Tale 287,data/oxford_txts/ClT_oxford.txt,If she this wey unto the castel holde.”,OXFORD,Present 3rd sg must end in -th
answeren,answerde,v%pt_3,The Clerk's Tale 299,data/oxford_txts/ClT_oxford.txt,"Answerde, “Lord, he is al redy here.”",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Clerk's Tale 311,data/oxford_txts/ClT_oxford.txt,"And al that liketh me, I dar wel seyn",OXFORD,Infinitive must end in -en or -e
ben,arn,v%pr_pl,The Clerk's Tale 342,data/oxford_txts/ClT_oxford.txt,Thise arn the wordes that the markis sayde,OXFORD,Present plural must end in -en or -e
don,do,v%inf,The Clerk's Tale 353,data/oxford_txts/ClT_oxford.txt,"As me best thinketh, do° yow laughe or smerte,°",OXFORD,Infinitive must end in -en or -e
seien,sey,v%inf,The Clerk's Tale 355,data/oxford_txts/ClT_oxford.txt,"And eek whan I sey ‘ye,’ ne sey nat ‘nay,’",OXFORD,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 379,data/oxford_txts/ClT_oxford.txt,"Hir heres° han they kembd, that lay untressed°",OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 381,data/oxford_txts/ClT_oxford.txt,"A corone° on hir heed they han ydressed,°",OXFORD,Present plural must end in -en or -e
setten,sette,v%pt_3,The Clerk's Tale 387,data/oxford_txts/ClT_oxford.txt,"Broght for the same cause, and than hir sette",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
letten,lette,v%pt_3,The Clerk's Tale 389,data/oxford_txts/ClT_oxford.txt,"And to his paleis, er° he lenger lette,°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
trouen,trowed,v%pt_pl,The Clerk's Tale 403,data/oxford_txts/ClT_oxford.txt,"Unnethe trowed they,° but dorste han swore",OXFORD,Past plural must end in -en or -e
durren,han,v%pt_pl,The Clerk's Tale 403,data/oxford_txts/ClT_oxford.txt,"Unnethe trowed they,° but dorste han swore",OXFORD,Past plural must end in -en or -e
haven,hadde,v%pt_3,The Clerk's Tale 438,data/oxford_txts/ClT_oxford.txt,So° wise and ripe° wordes hadde she,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
souken,souked,v%ppl,The Clerk's Tale 450,data/oxford_txts/ClT_oxford.txt,"Whan that this child had souked° but a throwe,°",OXFORD,Strong participle must end in -en or -e
sitten,sit,v%pr_3,The Clerk's Tale 460,data/oxford_txts/ClT_oxford.txt,"But as for me, I seye that ivel° it sit°",OXFORD,Present 3rd sg must end in -th
putten,putte,v%pt_3,The Clerk's Tale 468,data/oxford_txts/ClT_oxford.txt,And putte yow in estaat of heigh noblesse,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
moten,moot,v%pr_pl,The Clerk's Tale 474,data/oxford_txts/ClT_oxford.txt,For° any wele ye moot yourselven knowe.,OXFORD,Present plural must end in -en or -e
witen,woot,v%pr_pl,The Clerk's Tale 477,data/oxford_txts/ClT_oxford.txt,"Ye woot yourself wel, how that ye cam here",OXFORD,Present plural must end in -en or -e
comen,cam,v%pt_pl,The Clerk's Tale 477,data/oxford_txts/ClT_oxford.txt,"Ye woot yourself wel, how that ye cam here",OXFORD,Past plural must end in -en or -e
seien,seyn,v%pr_pl,The Clerk's Tale 481,data/oxford_txts/ClT_oxford.txt,"They seyn, to hem it is greet shame and wo",OXFORD,Present plural must end in -en or -e
haven,han,v%pr_pl,The Clerk's Tale 485,data/oxford_txts/ClT_oxford.txt,Thise wordes han they spoken doutelees;,OXFORD,Present plural must end in -en or -e
don,don,v%inf,The Clerk's Tale 489,data/oxford_txts/ClT_oxford.txt,I moot° don with thy doghter for the beste,OXFORD,Infinitive must end in -en or -e
don,doon,v%inf,The Clerk's Tale 493,data/oxford_txts/ClT_oxford.txt,"I wol nat doon, but this° wol I,” quod he",OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Clerk's Tale 520,data/oxford_txts/ClT_oxford.txt,The which that feithful ofte he founden hadde,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
dreden,dradde,v%pt_3,The Clerk's Tale 523,data/oxford_txts/ClT_oxford.txt,The lord knew wel that he him loved and dradde;°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
moten,mot,v%pr_pl,The Clerk's Tale 526,data/oxford_txts/ClT_oxford.txt,"“Madame,” he seide, “ye mot foryeve it me",OXFORD,Present plural must end in -en or -e
moten,mot,v%pr_pl,The Clerk's Tale 531,data/oxford_txts/ClT_oxford.txt,But men mot nede unto her lust° obeye,OXFORD,Present plural must end in -en or -e
henten,hente,v%pt_3,The Clerk's Tale 534,data/oxford_txts/ClT_oxford.txt,"And spak namore, but out the child he hente°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Clerk's Tale 536,data/oxford_txts/ClT_oxford.txt,As though he wolde han slain it er° he wente.,OXFORD,Infinitive must end in -en or -e
wenden,wente,v%pt_3,The Clerk's Tale 536,data/oxford_txts/ClT_oxford.txt,As though he wolde han slain it er° he wente.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Clerk's Tale 544,data/oxford_txts/ClT_oxford.txt,She wende° he wolde han slawen it right tho.°,OXFORD,Infinitive must end in -en or -e
dien,deide,v%pt_3,The Clerk's Tale 550,data/oxford_txts/ClT_oxford.txt,That she most kisse hir child er that it deide;°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Clerk's Tale 563,data/oxford_txts/ClT_oxford.txt,Wel mighte a mooder than han cried “Allas!”,OXFORD,Infinitive must end in -en or -e
wenden,wente,v%pt_3,The Clerk's Tale 588,data/oxford_txts/ClT_oxford.txt,"Ne whenne° he cam, ne whider that he wente;",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
cacchen,caughte,v%pt_3,The Clerk's Tale 619,data/oxford_txts/ClT_oxford.txt,This markis caughte yet another lest°,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Clerk's Tale 624,data/oxford_txts/ClT_oxford.txt,"“Wif,” quod this markis, “ye han herd er this",OXFORD,Present plural must end in -en or -e
seien,sey,v%pr_pl,The Clerk's Tale 631,data/oxford_txts/ClT_oxford.txt,"Now sey they thus, ‘Whan Walter is agoon",OXFORD,Present plural must end in -en or -e
slen,slain,v%ppl,The Clerk's Tale 648,data/oxford_txts/ClT_oxford.txt,Thogh that my doghter and my sone be slain,OXFORD,Strong participle must end in -en or -e
seien,sayn,v%inf,The Clerk's Tale 649,data/oxford_txts/ClT_oxford.txt,"At your comandement, this is to sayn.",OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_1,The Clerk's Tale 659,data/oxford_txts/ClT_oxford.txt,"“And certes, if I hadde prescience",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
don,doon,v%inf,The Clerk's Tale 661,data/oxford_txts/ClT_oxford.txt,I wolde it doon withouten necligence;,OXFORD,Infinitive must end in -en or -e
don,do,v%inf,The Clerk's Tale 664,data/oxford_txts/ClT_oxford.txt,"For wiste I° that my deeth wolde do yow ese,°",OXFORD,Infinitive must end in -en or -e
cacchen,caughte,v%pt_3,The Clerk's Tale 674,data/oxford_txts/ClT_oxford.txt,"That he hir doghter caughte, right so he",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
bringen,broghte,v%pt_3,The Clerk's Tale 686,data/oxford_txts/ClT_oxford.txt,But to Boloigne he tendrely it broghte.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Clerk's Tale 689,data/oxford_txts/ClT_oxford.txt,Ne hadde soothly knowen therbifore,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
connen,can,v%pr_pl,The Clerk's Tale 703,data/oxford_txts/ClT_oxford.txt,They can nat stinte° of hir entencioun,OXFORD,Present plural must end in -en or -e
spreden,spradde,v%pt_3,The Clerk's Tale 722,data/oxford_txts/ClT_oxford.txt,The sclaundre of° Walter ofte and wide spradde,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Clerk's Tale 724,data/oxford_txts/ClT_oxford.txt,For° he a povre womman wedded hadde,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Clerk's Tale 749,data/oxford_txts/ClT_oxford.txt,The which they han publiced° atte fulle.,OXFORD,Present plural must end in -en or -e
comen,cam,v%pt_pl,The Clerk's Tale 752,data/oxford_txts/ClT_oxford.txt,But whan thise tidinges° cam to Grisildis,OXFORD,Past plural must end in -en or -e
haven,hadde,v%pt_3,The Clerk's Tale 764,data/oxford_txts/ClT_oxford.txt,"To the erl° of Panik, which that hadde tho°",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
seien,sey,v%inf,The Clerk's Tale 771,data/oxford_txts/ClT_oxford.txt,But sey the maiden sholde ywedded be,OXFORD,Infinitive must end in -en or -e
haven,hadde,v%pt_1,The Clerk's Tale 792,data/oxford_txts/ClT_oxford.txt,"“Certes, Grisilde, I hadde ynough plesaunce",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Clerk's Tale 793,data/oxford_txts/ClT_oxford.txt,To han yow to my wif for your goodnesse,OXFORD,Infinitive must end in -en or -e
haven,han,v%inf,The Clerk's Tale 810,data/oxford_txts/ClT_oxford.txt,“No man may alwey han prosperitee;,OXFORD,Infinitive must end in -en or -e
gladen,glade,v%pr_3,The Clerk's Tale 822,data/oxford_txts/ClT_oxford.txt,And also wisly° he my soule glade—,OXFORD,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Clerk's Tale 828,data/oxford_txts/ClT_oxford.txt,"Han holden me in honour and nobleie,°",OXFORD,Present plural must end in -en or -e
graunten,graunte,v%pr_3,The Clerk's Tale 842,data/oxford_txts/ClT_oxford.txt,So graunte yow wele° and prosperitee:,OXFORD,Present 3rd sg must end in -th
semen,semed,v%pt_pl,The Clerk's Tale 853,data/oxford_txts/ClT_oxford.txt,Ye semed by your speche and your visage,OXFORD,Past plural must end in -en or -e
witen,woot,v%pr_pl,The Clerk's Tale 862,data/oxford_txts/ClT_oxford.txt,"My lord, ye woot that, in my fadres place",OXFORD,Present plural must end in -en or -e
seien,sayn,v%inf,The Clerk's Tale 870,data/oxford_txts/ClT_oxford.txt,"Inwith your chambre, dar I saufly sayn;",OXFORD,Infinitive must end in -en or -e
wenden,wente,v%pt_1,The Clerk's Tale 875,data/oxford_txts/ClT_oxford.txt,That I smoklees° out of your paleis wente.,OXFORD,"Weak pt sg must end in -ed, -d, or -t"
don,doon,v%inf,The Clerk's Tale 876,data/oxford_txts/ClT_oxford.txt,Ye coude nat doon so dishoneste° a thing,OXFORD,Infinitive must end in -en or -e
folwen,folwe,v%pr_3,The Clerk's Tale 897,data/oxford_txts/ClT_oxford.txt,The folk hir folwe wepinge in hir weye,OXFORD,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Clerk's Tale 924,data/oxford_txts/ClT_oxford.txt,"Ne hadde she, as by hir countenaunce.",OXFORD,"Weak pt sg must end in -ed, -d, or -t"
connen,can,v%pr_pl,The Clerk's Tale 933,data/oxford_txts/ClT_oxford.txt,"As clerkes, whan hem list, can wel endite",OXFORD,Present plural must end in -en or -e
