headword,word,tag,line_number,filename,context,text_type,reason,oxford_context,riverside_context,oxford_reason,riverside_reason
ben,is,v%pr_3,The Clerk's Tale 855,data/oxford_txts/ClT_oxford.txt,"But sooth is seid, algate I finde it trewe—",BOTH,Present 3rd sg must end in -th,"But sooth is seid, algate I finde it trewe—",But sooth is seyd algate I fynde it trewe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
preien,preye,v%pr_3,The Friar's Tale 1417,data/oxford_txts/FriT_oxford.txt,"¶“ ‘Now, brother,’ quod this somnour, ‘I yow preye",BOTH,Present 3rd sg must end in -th,"¶“ ‘Now, brother,’ quod this somnour, ‘I yow preye",Now brother quod this somonour I yow preye,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 774,data/oxford_txts/HF_oxford.txt,For whan a pipe is blowen sharpe,BOTH,Present 3rd sg must end in -th,For whan a pipe is blowen sharpe,For whan a pipe is blowen sharpe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Clerk's Tale 997,data/oxford_txts/ClT_oxford.txt,Deliting ever in rumbel° that is newe,BOTH,Present 3rd sg must end in -th,Deliting ever in rumbel° that is newe,Delitynge evere in rumbul that is newe,Present 3rd sg must end in -th,Present 3rd sg must end in -th
mouen,may,v%pr_pl,The Summoner's Tale 1861,data/oxford_txts/SumT_oxford.txt,"They may now, God be thanked of his lone,°",BOTH,Present plural must end in -en or -e,"They may now, God be thanked of his lone,°",They may now God be thanked of his loone,Present plural must end in -en or -e,Present plural must end in -en or -e
witen,wot,v%pr_3,The Knight's Tale 1262,data/oxford_txts/KnT_oxford.txt,A dronke man wot° wel he hath an hous,BOTH,Present 3rd sg must end in -th,A dronke man wot° wel he hath an hous,A dronke man woot wel he hath an hous,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,gon,v%inf,Troilus and Criseyde; Book IV 1284,data/oxford_txts/TC4_oxford.txt,But I wol gon to my conclusioun,BOTH,Infinitive must end in -en or -e,But I wol gon to my conclusioun,But I wol gon to my conclusioun,Infinitive must end in -en or -e,Infinitive must end in -en or -e
witen,woot,v%pr_3,The Knight's Tale 1282,data/oxford_txts/KnT_oxford.txt,"Of al our strif, God woot, the fruit° is thin.",BOTH,Present 3rd sg must end in -th,"Of al our strif, God woot, the fruit° is thin.",Of al oure strif God woot the fruyt is thyn,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 417,data/oxford_txts/TC3_oxford.txt,Parforme it out; for now is moste nede.,BOTH,Present 3rd sg must end in -th,Parforme it out; for now is moste nede.,Perfourme it out for now is moste nede,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book V 62,data/oxford_txts/TC5_oxford.txt,What wonder is though that hir sore smerte,BOTH,Present 3rd sg must end in -th,What wonder is though that hir sore smerte,What wonder is though that hire sore smerte,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 949,data/oxford_txts/HF_oxford.txt,Which that in heven a signe° is yit,BOTH,Present 3rd sg must end in -th,Which that in heven a signe° is yit,Which that in heven a sygne is yit,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Friar's Tale 1630,data/oxford_txts/FriT_oxford.txt,"¶“ ‘Nay, olde stot,° that is nat min entente,’",BOTH,Present 3rd sg must end in -th,"¶“ ‘Nay, olde stot,° that is nat min entente,’",Nay olde stot that is nat myn entente,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Franklin's Tale 1547,data/oxford_txts/FranT_oxford.txt,And tolde him al as ye han herd me said;,BOTH,Present plural must end in -en or -e,And tolde him al as ye han herd me said;,And tolde hym al as ye han herd me sayd,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Canon's Yeoman's Tale 1455,data/oxford_txts/CYT_oxford.txt,"“Which is that?” quod he. “Magnesia is the same,”",BOTH,Present 3rd sg must end in -th,"“Which is that?” quod he. “Magnesia is the same,”",Which is that quod he Magnasia is the same,Present 3rd sg must end in -th,Present 3rd sg must end in -th
listen,list,v%pr_3,Troilus and Criseyde; Book III 1454,data/oxford_txts/TC3_oxford.txt,"Envious day, what list thee so to spyen?",BOTH,Present 3rd sg must end in -th,"Envious day, what list thee so to spyen?",Envyous day what list the so to spien,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Knight's Tale 3001,data/oxford_txts/KnT_oxford.txt,For it is preved by experience,BOTH,Present 3rd sg must end in -th,For it is preved by experience,For it is preeved by experience,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The General Prologue 317,data/oxford_txts/GP_oxford.txt,Of fees and robes hadde he many oon.,BOTH,"Weak pt sg must end in -ed, -d, or -t",Of fees and robes hadde he many oon.,Of fees and robes hadde he many oon,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Knight's Tale 1263,data/oxford_txts/KnT_oxford.txt,But he noot° which the righte wey is thider;,BOTH,Present 3rd sg must end in -th,But he noot° which the righte wey is thider;,But he noot which the righte wey is thider,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 2048,data/oxford_txts/HF_oxford.txt,"That is betid,° lo late° or now?”",BOTH,Present 3rd sg must end in -th,"That is betid,° lo late° or now?”",That ys betyd lo late or now,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 564,data/oxford_txts/TC3_oxford.txt,"This moot be doon, ye shal be ther anoon.”",BOTH,Present plural must end in -en or -e,"This moot be doon, ye shal be ther anoon.”",This moot be don Ye shal be ther anon,Present plural must end in -en or -e,Present plural must end in -en or -e
seien,seyn,v%inf,The Knight's Tale 1417,data/oxford_txts/KnT_oxford.txt,¶And shortly of this matere for to seyn,BOTH,Infinitive must end in -en or -e,¶And shortly of this matere for to seyn,And shortly of this matere for to seyn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
listen,liste,v%pr_3,The Canon's Yeoman's Tale 801,data/oxford_txts/CYT_oxford.txt,"And other swiche, if that me liste° tarie.°",BOTH,Present 3rd sg must end in -th,"And other swiche, if that me liste° tarie.°",And othere swiche if that me liste tarie,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Merchant's Tale 1653,data/oxford_txts/MerT_oxford.txt,"This is my drede,° and ye, my bretheren tweye",BOTH,Present 3rd sg must end in -th,"This is my drede,° and ye, my bretheren tweye",This is my drede and ye my bretheren tweye,Present 3rd sg must end in -th,Present 3rd sg must end in -th
feinten,feinte,v%pr_3,The Canon's Yeoman's Tale 753,data/oxford_txts/CYT_oxford.txt,I blow the fir til that° min herte feinte.°,BOTH,Present 3rd sg must end in -th,I blow the fir til that° min herte feinte.°,I blowe the fir til that myn herte feynte,Present 3rd sg must end in -th,Present 3rd sg must end in -th
seien,sayn,v%inf,The Manciple's Tale 353,data/oxford_txts/MancT_oxford.txt,"But he that hath misseid,° I dar wel sayn",BOTH,Infinitive must end in -en or -e,"But he that hath misseid,° I dar wel sayn",But he that hath mysseyd I dar wel sayn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
gon,go,v%inf,The Nun's Priest's Tale 3258,data/oxford_txts/NPT_oxford.txt,And made Adam fro paradis to go,BOTH,Infinitive must end in -en or -e,And made Adam fro paradis to go,And made Adam fro Paradys to go,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book I 1088,data/oxford_txts/TC1_oxford.txt,And is somdel of akinge of his wounde,BOTH,Present 3rd sg must end in -th,And is somdel of akinge of his wounde,And is somdeel of akyngge of his wownde,Present 3rd sg must end in -th,Present 3rd sg must end in -th
don,do,v%pr_3,Troilus and Criseyde; Book I 590,data/oxford_txts/TC1_oxford.txt,If it be so I do thee no comfort,BOTH,Present 3rd sg must end in -th,If it be so I do thee no comfort,If it be so I do the no comfort,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ba,ba,v%inf,The Wife of Bath's Prologue 433,data/oxford_txts/WBPro_oxford.txt,"Com neer, my spouse, lat me ba° thy cheke!",BOTH,Infinitive must end in -en or -e,"Com neer, my spouse, lat me ba° thy cheke!",Com neer my spouse lat me ba thy cheke,Infinitive must end in -en or -e,Infinitive must end in -en or -e
galen,gale,v%pr_3,The Friar's Tale 1336,data/oxford_txts/FriT_oxford.txt,"Now telleth forth, thogh that the Somnour gale,°",BOTH,Present 3rd sg must end in -th,"Now telleth forth, thogh that the Somnour gale,°",Now telleth forth thogh that the Somonour gale,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book I 205,data/oxford_txts/TC1_oxford.txt,"Ascaunces, “Lo! is this nought wisly spoken?”",BOTH,Present 3rd sg must end in -th,"Ascaunces, “Lo! is this nought wisly spoken?”",Ascaunces Loo is this naught wisely spoken,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,go,v%inf,House of Fame 2094,data/oxford_txts/HF_oxford.txt,And neither of hem moste out go;,BOTH,Infinitive must end in -en or -e,And neither of hem moste out go;,And neyther of hem moste out goo,Infinitive must end in -en or -e,Infinitive must end in -en or -e
gon,go,v%inf,Troilus and Criseyde; Book I 838,data/oxford_txts/TC1_oxford.txt,Ne al the men that riden conne or go,BOTH,Infinitive must end in -en or -e,Ne al the men that riden conne or go,Ne al the men that riden konne or go,Infinitive must end in -en or -e,Infinitive must end in -en or -e
listen,list,v%pr_3,The Shipman's Tale 16,data/oxford_txts/ShipT_oxford.txt,"Or elles, list° no swich° dispence° endure,°",BOTH,Present 3rd sg must end in -th,"Or elles, list° no swich° dispence° endure,°",Or ellis list no swich dispence endure,Present 3rd sg must end in -th,Present 3rd sg must end in -th
seien,seyn,v%inf,The Squire's Tale 653,data/oxford_txts/SqT_oxford.txt,Til it come eft° to purpos° for to seyn,BOTH,Infinitive must end in -en or -e,Til it come eft° to purpos° for to seyn,Til it come eft to purpos for to seyn,Infinitive must end in -en or -e,Infinitive must end in -en or -e
listen,list,v%pr_3,Troilus and Criseyde; Book III 136,data/oxford_txts/TC3_oxford.txt,"And I to han, right as yow list, comfort",BOTH,Present 3rd sg must end in -th,"And I to han, right as yow list, comfort",And I to han right as yow list comfort,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Knight's Tale 1100,data/oxford_txts/KnT_oxford.txt,Is cause of al my crying and my wo.,BOTH,Present 3rd sg must end in -th,Is cause of al my crying and my wo.,Is cause of al my criyng and my wo,Present 3rd sg must end in -th,Present 3rd sg must end in -th
willen,wol,v%pr_3,Book of the Duchess 640,data/oxford_txts/BD_oxford.txt,With his taile he wol stinge,BOTH,Present 3rd sg must end in -th,With his taile he wol stinge,With hys tayle he wol stynge,Present 3rd sg must end in -th,Present 3rd sg must end in -th
witen,wot,v%pr_3,The Friar's Tale 1555,data/oxford_txts/FriT_oxford.txt,"¶“ ‘Nay,’ quod the devel, ‘God wot,° never a deel;°",BOTH,Present 3rd sg must end in -th,"¶“ ‘Nay,’ quod the devel, ‘God wot,° never a deel;°",Nay quod the devel God woot never a deel,Present 3rd sg must end in -th,Present 3rd sg must end in -th
tellen,tolde,v%pt_3,The Monk's Tale 2063,data/oxford_txts/MkT_oxford.txt,Unto his lemman° Dalida he tolde,BOTH,"Weak pt sg must end in -ed, -d, or -t",Unto his lemman° Dalida he tolde,Unto his lemman Dalida he tolde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
wenden,wente,v%pt_1,The Wife of Bath's Prologue 544,data/oxford_txts/WBPro_oxford.txt,(So often times I to my gossib wente,BOTH,"Weak pt sg must end in -ed, -d, or -t",(So often times I to my gossib wente,So often tymes I to my gossyb wente,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Canon's Yeoman's Tale 1480,data/oxford_txts/CYT_oxford.txt,And there a point;° for ended is my tale;,BOTH,Present 3rd sg must end in -th,And there a point;° for ended is my tale;,And there a poynt for ended is my tale,Present 3rd sg must end in -th,Present 3rd sg must end in -th
tellen,tolde,v%pt_1,The Knight's Tale 1505,data/oxford_txts/KnT_oxford.txt,"And to the grove, of which that I yow tolde",BOTH,"Weak pt sg must end in -ed, -d, or -t","And to the grove, of which that I yow tolde",And to the grove of which that I yow tolde,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Physician's Tale 224,data/oxford_txts/PhyT_oxford.txt,"Take° thou thy deeth, for this is my sentence.°",BOTH,Present 3rd sg must end in -th,"Take° thou thy deeth, for this is my sentence.°",Take thou thy deeth for this is my sentence,Present 3rd sg must end in -th,Present 3rd sg must end in -th
saven,save,v%pr_3,The Canon's Yeoman's Tale 1361,data/oxford_txts/CYT_oxford.txt,"Ye shul pay fourty pound, so God me save!",BOTH,Present 3rd sg must end in -th,"Ye shul pay fourty pound, so God me save!",Ye shul paye fourty pound so God me save,Present 3rd sg must end in -th,Present 3rd sg must end in -th
spenden,spente,v%pt_3,The General Prologue 300,data/oxford_txts/GP_oxford.txt,On bookes and on lerninge he it spente,BOTH,"Weak pt sg must end in -ed, -d, or -t",On bookes and on lerninge he it spente,On bookes and on lernynge he it spente,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Canon's Yeoman's Tale 858,data/oxford_txts/CYT_oxford.txt,"That owher° is; wherfore, as for the beste",BOTH,Present 3rd sg must end in -th,"That owher° is; wherfore, as for the beste",That owher is wherfore as for the beste,Present 3rd sg must end in -th,Present 3rd sg must end in -th
cesen,cesse,v%pr_3,Troilus and Criseyde; Book V 1361,data/oxford_txts/TC5_oxford.txt,"It growe alwey, so that it never cesse;",BOTH,Present 3rd sg must end in -th,"It growe alwey, so that it never cesse;",It growe alwey so that it nevere cesse,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Summoner's Tale 2059,data/oxford_txts/SumT_oxford.txt,Ther is no win bireveth me° my might,BOTH,Present 3rd sg must end in -th,Ther is no win bireveth me° my might,Ther is no wyn bireveth me my myght,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,hadde,v%pt_3,Book of the Duchess 390,data/oxford_txts/BD_oxford.txt,"That hadde yfolowed, and coud no goode.°",BOTH,"Weak pt sg must end in -ed, -d, or -t","That hadde yfolowed, and coud no goode.°",That hadde yfolowed and koude no good,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
sechen,soughte,v%pt_3,Troilus and Criseyde; Book I 388,data/oxford_txts/TC1_oxford.txt,And what to arten hir to love he soughte,BOTH,"Weak pt sg must end in -ed, -d, or -t",And what to arten hir to love he soughte,And what to arten hire to love he soughte,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,be,v%pr_3,The Pardoner's Tale 794,data/oxford_txts/PardT_oxford.txt,"Be drawe, and lat se wher the cut wol falle;",BOTH,Present 3rd sg must end in -th,"Be drawe, and lat se wher the cut wol falle;",Be drawe and lat se wher the cut wol falle,Present 3rd sg must end in -th,Present 3rd sg must end in -th
witen,wot,v%pr_3,The Pardoner's Tale 555,data/oxford_txts/PardT_oxford.txt,"And yet, God wot,° Sampsoun drank never no win.",BOTH,Present 3rd sg must end in -th,"And yet, God wot,° Sampsoun drank never no win.",And yet God woot Sampsoun drank nevere no wyn,Present 3rd sg must end in -th,Present 3rd sg must end in -th
