LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book IV 140,Th’embassadours to Troye streight they wente.,the@def_art ambassadour@n%pl to@prep troie@n1#propn streight@adv the@def_art wenden@v%pt_pl, uSuS u Su S u Sx
Troilus and Criseyde; Book IV 141,"The cause ytold of hir coming, the olde",the@def_art cause@n itellen@v%ppl_abs of@prep here@pron%pl_gen cominge@ger the@def_art olde@adj,u Sx uS u S uS u Sx
Troilus and Criseyde; Book IV 142,Priam the king ful sone in general,priam@n#propn the@def_art king@n ful@adv sone@adv in@prep general@n,uS u S u Sx u SuS
Troilus and Criseyde; Book IV 143,Let hereupon his parlement to holde,leten@v%pt_3 her-upon@adv his@pron1%gen parlemente@n to@part holden@v1%inf,u SuS u SuS u Sx
Troilus and Criseyde; Book IV 144,Of which th’effect rehersen yow I shal.,of@prep which@pron the@def_art effect@n rehersen@v%inf you@pron%pl_obj ich@pron%nom shulen@v1%pr_1,u S  uS uSu S u S
Troilus and Criseyde; Book IV 145,Th’embassadours ben answered for final,the@def_art ambassadour@n%pl ben@v%pr_pl answeren@v%ppl for@prep final@adjas_n, uSuS u Sux S uS
Troilus and Criseyde; Book IV 146,Th’eschaunge of prisoners and al this nede,the@def_art eschaunge@n of@prep prisoner@n2%pl and@conj al@gram_adj this@gram_adj nede@n1, uSx u SuS u S u Sx
Troilus and Criseyde; Book IV 147,"Hem liketh wel, and forth in they procede.",hem@pron%pl_obj liken@v1%pr_3 wel@adv and@conj forth@adv in@adv thei@pron%pl_nom proceden@v%pr_pl,u Su S u S u S uSx
Troilus and Criseyde; Book IV 148,This Troilus was present in the place,this@gram_adj troilus@n#propn ben@v%pt_3 presente@adj in@prep the@def_art place@n,u SuS u Su S u Sx
Troilus and Criseyde; Book IV 149,Whan axed was for Antenor Criseyde,whan@adv&conj asken@v%ppl ben@v%pt_3 for@prep antenor@n#propn criseyde@n#propn,u Su S u SuS uSx
Troilus and Criseyde; Book IV 150,For which ful soone chaungen gan his face,for@prep which@pron ful@adv sone@adv chaungen@v%inf ginnen@v%pt_3 his@pron1%gen face@n,u S u Su Su S u Sx
Troilus and Criseyde; Book IV 151,As he that with tho wordes wel neigh deide.,as@conj he@pron1%nom that@pron with@prep tho@gram_adj%pl word@n%pl wel@adv neigh@adv dien@v%pt_3,u S u S u Su S u Sx
Troilus and Criseyde; Book IV 152,"But nathelees, he no word to it seide",but@conj no-the-lesse@adv he@pron1%nom no@gram_adj word@n to@prep hit@pron seien@v1%pt_3,u SuS u S u S u Sx
Troilus and Criseyde; Book IV 153,Lest men sholde his affeccioun espie;,leste@conj man@n%pl shulen@v1%pt_pl his@pron1%gen affeccioun@n aspien@v%inf,u S ux S uSuS uS
Troilus and Criseyde; Book IV 154,With mannes herte he gan his sorwes drie.,with@prep man@n%gen herte@n he@pron1%nom ginnen@v%pt_3 his@pron1%gen sorwe@n%pl drien@v2%inf,u Su Sx u S u Su S
Troilus and Criseyde; Book IV 155,And ful of anguish and of grisly drede,and@conj ful@adj of@prep angwisshe@n and@conj of@prep grisli@adj drede@n,u S u Su S u Su Sx
Troilus and Criseyde; Book IV 156,Abood what lordes wolde unto it seye;,abiden@v%pt_3 what@pron lord@n%pl willen@v%pt_pl unto@prep hit@pron seien@v1%inf,uS u Su Sx uS u S
Troilus and Criseyde; Book IV 157,"And if they wolde graunte, as God forbede",and@conj if@conj thei@pron%pl_nom willen@v%pt_pl graunten@v%inf --@dash as@conj god@n1#propn forbeden@v%pr_3 --@dash,u S u Su Sx u S uSx
Troilus and Criseyde; Book IV 158,"Th’eschaunge of hir, than thoughte he thinges tweye",the@def_art eschaunge@n of@prep hire@pron2%fem_obj thanne@adv thinken@v2%pt_3 he@pron1%nom thing@n%pl twein@num_adj, uSx u S u Sx u Su S
Troilus and Criseyde; Book IV 159,"First, how to save hir honour, and what weye",first@adv hou@adv&conj to@part saven@v%inf hire@pron1%fem_gen honour@n and@conj what@gram_adj wei@n,u S u Sx u Su S u S
Troilus and Criseyde; Book IV 160,He mighte best th’eschaunge of hir withstonde;,he@pron1%nom mouen@v3%pt_3 best@adv%sup the@def_art eschaunge@n of@prep hire@pron2%fem_obj withstonden@v%inf,u Su S  uSx u S uSx
Troilus and Criseyde; Book IV 161,Ful faste he cast how al this mighte stonde.,ful@adv faste@adv he@pron1%nom casten@v%pt_3 hou@adv&conj al@gram_adj this@pron mouen@v3%pt_3 stonden@v1%inf,u Sx u S u S u Su Sx
Troilus and Criseyde; Book IV 162,Love him made al prest to doon hir bide,love@n1#propn him@pron%obj maken@v1%pt_3 al@adv prest@adj to@part don@v1%inf hire@pron2%fem_obj biden@v%inf,Sx u Sx u S u S u Sx
Troilus and Criseyde; Book IV 163,And rather dye than she sholde go;,and@conj rathere@adv%comp dien@v%inf than@conj she@pron%nom shulen@v1%pt_3 gon@v%inf,S uS u S u Su S
Troilus and Criseyde; Book IV 164,"But resoun seide him, on that other side",but@conj resoun@n2#propn seien@v1%pt_3 him@pron%obj on@prep that@art&gram_adj other@gram_adj side@n,u Su Sx u S u Su Sx
Troilus and Criseyde; Book IV 165,Withoute assent of hir ne do not so,withouten@prep assent@n of@prep hire@pron2%fem_obj ne@adv don@v1%imp not@adv so@adv,uSx uS u S u S u S
Troilus and Criseyde; Book IV 166,Lest for thi werk she wolde be thy fo,leste@conj for@prep thin@pron%gen werk@n she@pron%nom willen@v%pt_3 ben@v%inf thin@pron%gen fo@n,u S u S u Su S u S
Troilus and Criseyde; Book IV 167,"And seyn, that “Thorugh thy medling is yblowe",and@conj seien@v1%inf that@conj thurgh@prep thin@pron%gen medlinge@ger ben@v%pr_3 blouen@v1%ppl,u S u S u Su S uSx
Troilus and Criseyde; Book IV 168,"Your bother love, there it was erst unknowe.”",your@pron%pl_gen bothe@num_n%gen love@n1 ther@adv hit@pron ben@v%pt_3 erest@adv%sup unknouen@v%ppl,u Su Sx ux S u S uSx
Troilus and Criseyde; Book IV 169,"For which he gan deliberen, for the beste",for@prep which@pron he@pron1%nom ginnen@v%pt_3 deliberen@v%inf for@prep the@def_art best@adjas_n%sup,u S u S uSuS u S xx
Troilus and Criseyde; Book IV 170,That though the lordes wolde that she wente,that@conj though@conj the@def_art lord@n%pl willen@v%pt_pl that@conj she@pron%nom wenden@v%pt_3,u S u Su Su S u Sx
Troilus and Criseyde; Book IV 171,He wolde late hem graunte what hem leste,he@pron1%nom willen@v%pt_3 leten@v%imp hem@pron%pl_obj graunten@v%inf what@pron hem@pron%pl_obj listen@v1%pt_3,u Su Sx u Su S u Sx
Troilus and Criseyde; Book IV 172,And telle his lady first what that they mente.,and@conj tellen@v%inf his@pron1%gen ladie@n first@adv what@pron that@pron thei@pron%pl_nom menen@v1%pt_pl,u Sx u Su S u S u Sx
Troilus and Criseyde; Book IV 173,And whan that she had seid him hir entente,and@conj whan@adv&conj that@part she@pron%nom haven@v%pt_3 seien@v1%ppl him@pron%obj hire@pron1%fem_gen entente@n,u S u S u S u S uSx
Troilus and Criseyde; Book IV 174,Therafter wolde he werken also blive,ther-after@adv willen@v%pt_3 he@pron1%nom werken@v%inf also@adv blive@adv,uSu Sx u Su Su Sx
Troilus and Criseyde; Book IV 175,Though al the world ayein it wolde strive.,though@conj al@gram_adj the@def_art world@n ayen@prep hit@pron willen@v%pt_3 striven@v%inf,u S u S uS u Su Sx
Troilus and Criseyde; Book IV 176,"Ector, which that wel the Grekes herde",ector@n#propn which@pron that@pron wel@adv the@def_art grek@n%pl heren@v%pt_pl,Su S u S u Su Sx
Troilus and Criseyde; Book IV 177,For Antenor how they wolde han Criseyde,for@prep antenor@n#propn hou@adv&conj thei@pron%pl_nom willen@v%pt_pl haven@v%inf criseyde@n#propn,u SuS u S ux S uSx
Troilus and Criseyde; Book IV 178,"Gan it withstonde, and sobrely answerde:—",ginnen@v%pt_3 hit@pron withstonden@v%inf and@conj sobreli@adv answeren@v%pt_3,u S uSx u SuS uSx
Troilus and Criseyde; Book IV 179,"“Sires, she nis no prisoner,” he seide;",sire@n%pl she@pron%nom ben@v%pr_3_neg no@gram_adj prisoner@n2 he@pron1%nom seien@v1%pt_3,uS u S u SuS u Sx
Troilus and Criseyde; Book IV 180,“I noot on yow who that this charge leide,ich@pron%nom witen@v1%pr_1_neg on@prep you@pron%pl_obj who@pron%nom that@pron this@gram_adj charge@n leien@v1%pt_3,u S u S u S u Su Sx
Troilus and Criseyde; Book IV 181,"But, on my part, ye may eftsone him telle",but@conj on@prep min@pron%gen part@n ye@pron%pl_nom mouen@v3%pr_pl eft-sones@adv hem@pron%pl_obj tellen@v%inf,u S u S u S uSx u Sx
Troilus and Criseyde; Book IV 182,We usen here no wommen for to selle.”,we@pron%pl_nom usen@v%pt_pl her@adv no@gram_adj womman@n%pl for@prep#adv to@part sellen@v%inf,u Su Sx u Su S u Sx
Troilus and Criseyde; Book IV 183,The noise of peple upstirte thanne at ones,the@def_art noise@n of@prep peple@n upsterten@v%pt_3 thanne@adv at@prep ones@adv,u Sx u Sx uSx ux S uS
Troilus and Criseyde; Book IV 184,As breme as blase of straw yset on fire;,as@conj breme@adv as@conj blase@n of@prep strau@n isetten@v%ppl_abs on@prep fir@n,u Sx u Sx u S uS u Sx
Troilus and Criseyde; Book IV 185,"For infortune it wolde, for the nones",for@conj infortune@n hit@pron willen@v%pt_3 for@prep the@def_art nones@n1,u SuSx u Sx u S uS
Troilus and Criseyde; Book IV 186,They sholden hir confusioun desire.,thei@pron%pl_nom shulen@v1%pt_pl here@pron%pl_gen confusioun@n desiren@v%inf,u Su S uSuS uSx
Troilus and Criseyde; Book IV 187,"“Ector,” quod they, “what goost may yow enspire",ector@n#propn quethen@v%pt_pl thei@pron%pl_nom what@gram_adj gost@n mouen@v3%pr_3 you@pron%pl_obj enspiren@v2%inf,uS u S u S u S uSx
Troilus and Criseyde; Book IV 188,This womman thus to shilde and doon us lese,this@gram_adj womman@n thus@adv to@part shelden@v%inf and@conj don@v1%inf us@pron%pl_obj lesen@v4%inf,u Su S u Sx u S u Sx
Troilus and Criseyde; Book IV 189,Daun Antenor?—a wrong wey now ye chese—,daun@n#adj antenor@n#propn a@indef_art wrong@adj wei@n --@dash ye@pron%pl_nom,u SuSu S u S u Sx
Troilus and Criseyde; Book IV 190,"“That is so wis, and eek so bold baroun",that@pron ben@v%pr_3 so@adv wise@adj and@conj ek@adv so@adv bold@adj baroun@n,u S u S u S u S uS
Troilus and Criseyde; Book IV 191,"And we han nede of folk, as men may see;",and@conj we@pron%pl_nom haven@v%pr_pl nede@n1 of@prep folk@n as@conj man@n%pl mouen@v3%pr_pl sen@v1%inf,u S u Sx u S u S u S
Troilus and Criseyde; Book IV 192,He is eek oon the grettest of this toun;,he@pron1%nom ben@v%pr_3 ek@adv on@pron the@def_art gret@adj%sup of@prep this@gram_adj toun@n,u S u S u Su S u S
Troilus and Criseyde; Book IV 193,"O Ector, lat tho fantasyës be!",o@interj ector@n#propn leten@v%imp tho@gram_adj%pl fantasie@n%pl ben@v%inf,S uS u S uSu S
Troilus and Criseyde; Book IV 194,"O king Priam,” quod they, “thus seggen we",o@interj king@n priam@n#propn quethen@v%pt_pl thei@pron%pl_nom thus@adv seien@v1%pr_pl we@pron%pl_nom,u S uS u S u Su S
Troilus and Criseyde; Book IV 195,That al our vois is to forgon Criseyde”;,that@conj al@gram_adj oure@pron%pl_gen voice@n ben@v%pr_3 to@part forgon@v%inf criseyde@n#propn,u S u S u S uS uSx
Troilus and Criseyde; Book IV 196,And to deliveren Antenor they preide.,and@conj to@part deliveren@v%inf antenor@n#propn thei@pron%pl_nom preien@v1%pt_pl,u S uSuS uxS u Sx
Troilus and Criseyde; Book IV 197,"O Juvenal, Lord! trewe is thy sentence",o@interj juvenal@n#propn lord@n treu@adj ben@v%pr_3 thin@pron%gen sentence@n,u SuS u Sx u S uSx
Troilus and Criseyde; Book IV 198,That litel witen folk what is to yerne,that@conj litel@adv witen@v1%pr_pl folk@n what@pron ben@v%pr_3 to@part yernen@v%inf,u Su Sx u S u S uSx
Troilus and Criseyde; Book IV 199,That they ne finde in hir desir offence;,that@conj thei@pron%pl_nom ne@adv finden@v%pr_pl in@prep here@pron%pl_gen desir@n offense@n,u S u Sx u S uS uSx
Troilus and Criseyde; Book IV 200,For cloud of errour lat hem not descerne,for@conj cloud@n of@prep errour@n1 letten@v%pr_3 hem@pron%pl_obj not@adv discernen@v%inf,u S u Su S u S uSx
Troilus and Criseyde; Book IV 201,"What best is; and lo, here ensample as yerne.",what@pron best@adjas_n%sup ben@v%pr_3 and@conj lo@interj her@adv ensaumple@n as@conj yerne@adv,u S u S u xx Sux S uSx
Troilus and Criseyde; Book IV 202,This folk desiren now deliveraunce,this@gram_adj folk@n desiren@v%pr_pl nou@adv deliveraunce@n,u S uSu S uSuSx
Troilus and Criseyde; Book IV 203,"Of Antenor, that broughte hem to mischaunce!",of@prep antenor@n#propn that@pron bringen@v%pt_3 hem@pron%pl_obj to@prep mischaunce@n,u SuS u Sx u S uSx
Troilus and Criseyde; Book IV 204,For he was after traitour to the toun,for@conj he@pron1%nom ben@v%pt_3 after@adv traitour@n to@prep the@def_art toun@n,u S u Su Su S u S
Troilus and Criseyde; Book IV 205,Of Troye; allas! they quitte him out to rathe;,of@prep troie@n1#propn alas@interj thei@pron%pl_nom quiten@v%pt_pl him@pron%obj oute@adv to@adv2 rathe@adv,u S uS u Sx u S u Sx
Troilus and Criseyde; Book IV 206,"O nice world, lo, thy discrecioun!",o@interj nice@adj world@n lo@interj thin@pron%gen discrecioun@n,u Su S u S uSuS
Troilus and Criseyde; Book IV 207,"Criseyde, which that never dide hem skathe",criseyde@n#propn which@pron that@pron never@adv don@v1%pt_3 hem@pron%pl_obj scathe@n,uSu S u Su Sx u Sx
Troilus and Criseyde; Book IV 208,Shal now no lenger in hir blisse bathe;,shulen@v1%pr_3 nou@adv no@adv lengere@adv%comp in@prep hire@pron1%fem_gen blisse@n bathen@v%inf,u S u Su S u Su Sx
Troilus and Criseyde; Book IV 209,"But Antenor, he shal com hoom to toune",but@conj antenor@n#propn he@pron1%nom shulen@v1%pr_3 comen@v%inf hom@adv to@prep toun@n,u SuS u S u S u Sx
Troilus and Criseyde; Book IV 210,And she shal out; thus seiden here and howne.,and@conj she@pron%nom shulen@v1%pr_3 outen@v%inf thus@adv seien@v1%pr_pl herre@n2 and@conj houne@n2,u S u S u Su Sx u Sx
Troilus and Criseyde; Book IV 211,For which delibered was by parlement,for@prep which@pron deliberen@v%ppl ben@v%pt_3 bi@prep parlemente@n,u S uSux S u SuS
Troilus and Criseyde; Book IV 212,For Antenor to yelden up Criseyde,for@prep antenor@n#propn to@part yelden@v%inf up@adv criseyde@n#propn,u SuS u Su S uSx
Troilus and Criseyde; Book IV 213,And it pronounced by the president,and@conj hit@pron pronouncen@v%ppl bi@prep the@def_art president@n,u S uSu S u SuS
Troilus and Criseyde; Book IV 214,Altheigh that Ector “Nay” ful ofte preide.,al-thogh@conj that@part ector@n#propn nai@interj ful@adv ofte@adv preien@v1%pt_3,uS u Su S u Su Sx
Troilus and Criseyde; Book IV 215,"And finaly, what wight that it withseide",and@conj finalli@adv what@gram_adj wight@n that@pron hit@pron withseien@v%pt_3,u SuS u S u S uSx
Troilus and Criseyde; Book IV 216,"It was for nought, it moste been, and sholde;",hit@pron ben@v%pt_3 for@prep nought@pron hit@pron moten@v2%pt_3 ben@v%inf and@conj shulen@v1%pt_3,u S u S u Su S u Sx
Troilus and Criseyde; Book IV 217,For substaunce of the parlement it wolde.,for@conj substaunce@n of@prep the@def_art parlemente@n hit@pron willen@v%pt_3,u Sux S u SuS u Sx
Troilus and Criseyde; Book IV 218,Departed out of parlement echone,departen@v%ppl_abs oute@adv#prep of@prep parlemente@n ech_on@pron,uSu S u SuS uSx
Troilus and Criseyde; Book IV 219,"This Troilus, withoute wordes mo",this@gram_adj troilus@n#propn withouten@prep word@n%pl mo@adj%comp,u SuS uSu Su S
Troilus and Criseyde; Book IV 220,Unto his chaumbre spedde him faste allone,unto@prep his@pron1%gen chaumbre@n speden@v%pt_3 him@pron%obj faste@adv al-one@adj,uS u Su Sx u Sx uSx
Troilus and Criseyde; Book IV 221,But if it were a man of his or two,but@conj if@conj hit@pron ben@v%pt_3 a@indef_art man@n of@prep his@pron2%gen or@conj two@num_adj,u S u Sx u S u S u S
Troilus and Criseyde; Book IV 222,The whiche he bad out faste for to go,the@def_art which@pron he@pron1%nom bidden@v%pt_3 oute@adv faste@adv for@prep#adv to@part gon@v%inf,u Sx u S u Su S u S
Troilus and Criseyde; Book IV 223,"Bicause he wolde slepen, as he seide",bicause@conj he@pron1%nom willen@v%pt_3 slepen@v%inf as@conj he@pron1%nom seien@v1%pt_3,uSx u Su Su S u Sx
Troilus and Criseyde; Book IV 224,And hastely upon his bed him leide.,and@conj hastilie@adv upon@prep his@pron1%gen bed@n1 him@pron%obj leien@v1%pt_3,u SuS uS u S u Sx
Troilus and Criseyde; Book IV 225,And as in winter leves been biraft,and@conj as@conj in@prep winter@n lef@n1%pl ben@v%pr_pl bireven@v%ppl,u S u Su Su S uS
Troilus and Criseyde; Book IV 226,"Eche after other, til the tree be bare",ech@pron after@prep other@pron til@conj the@def_art tre@n ben@v%pr_3 bar@adj,ux Su Su S u S u Sx
Troilus and Criseyde; Book IV 227,So that ther nis but bark and braunche ylaft,so@adv that@conj ther@adv ben@v%pr_3_neg but@conj bark@n and@conj braunch@n ileven@v1%ppl,u S u S u S u Sx uS
Troilus and Criseyde; Book IV 228,"Lith Troilus, biraft of ech welfare",lien@v1%pr_3 troilus@n#propn bireven@v%ppl_abs of@prep ech@pron_gram_adj welfare@n,u SuS uS u S uSx
Troilus and Criseyde; Book IV 229,Ybounden in the blake bark of care,binden@v#adj%ppl in@prep the@def_art blak@adj bark@n of@prep care@n1,uSu S u Su S u Sx
Troilus and Criseyde; Book IV 230,Disposed wood out of his wit to breide,disposen@v%ppl_abs wod@adj oute@adv#prep of@prep his@pron1%gen wit@n to@part breiden@v1%inf,uSu S u S u S u Sx
Troilus and Criseyde; Book IV 231,So sore him sat the chaunginge of Criseyde.,so@adv sore@adv him@pron%obj sitten@v%pt_3 the@def_art chaunginge@ger of@prep criseyde@n#propn,u Sx u S u Sux S uSx
Troilus and Criseyde; Book IV 232,"He rist him up, and every dore he shette",he@pron1%nom risen@v%pr_3 him@pron%obj up@adv and@conj everi@pron_gram_adj dore@n1 he@pron1%nom shitten@v%pt_3,u S u S u Sxu Sx u Sx
Troilus and Criseyde; Book IV 233,"And windowe eek, and tho this sorweful man",and@conj windoue@n ek@adv and@conj tho@adv this@gram_adj sorweful@adj man@n,       
Troilus and Criseyde; Book IV 234,Upon his beddes side adoun him sette,upon@prep his@pron1%gen bed@n1%gen side@n adoun@adv him@pron%obj setten@v%pt_3,uS u Su Sx uS u Sx
Troilus and Criseyde; Book IV 235,Ful lik a deed image pale and wan;,ful@adv like@prep a@indef_art ded@adj image@n pale@adj and@conj wan@adj,u S u S uSu Sx u S
Troilus and Criseyde; Book IV 236,And in his brest the heped wo bigan,and@conj in@prep his@pron1%gen brest@n1 the@def_art hepen@v#adj%ppl wo@n biginnen@v%pt_3,u S u S u Su S uS
Troilus and Criseyde; Book IV 237,"Outbreste, and he to werken in this wise",outbresten@v%inf and@conj he@pron1%nom oute@adv werken@v%inf in@prep this@gram_adj wise@n2,uSx u S u Su S u Sx
Troilus and Criseyde; Book IV 238,"In his woodnesse, as I shal yow devise.",in@prep his@pron1%gen wodnesse@n as@conj ich@pron%nom shulen@v1%pr_1 you@pron%pl_obj devisen@v%inf,u S uSx u S u S uSx
Troilus and Criseyde; Book IV 239,Right as the wilde bole biginneth springe,righte@adv as@conj the@def_art wilde@adj bole@n1 biginnen@v%pr_3 springen@v%inf,u S u Su Sx uSu Sx
Troilus and Criseyde; Book IV 240,"Now here, now there, ydarted to the herte",nou@adv her@adv nou@adv ther@adv darten@v%ppl_abs to@prep the@def_art herte@n,u Sx u Sx uSu S u Sx
Troilus and Criseyde; Book IV 241,And of his deeth roreth in compleininge,and@conj of@prep his@pron1%gen deth@n roren@v1%pr_3 in@prep compleininge@ger,u S u S uS u SuSx
Troilus and Criseyde; Book IV 242,Right so gan he about the chaumbre sterte,righte@adv so@adv ginnen@v%pt_3 he@pron1%nom abouten@prep the@def_art chaumbre@n sterten@v%inf,u S u S uS u Su Sx
Troilus and Criseyde; Book IV 243,Smiting his brest ay with his fistes smerte;,smiten@v%prp_abs his@pron1%gen brest@n1 ai@adv with@prep his@pron1%gen fist@n1%pl smerte@adv,uS u S u S u Su Sx
Troilus and Criseyde; Book IV 244,"His heed to the wal, his body to the grounde",his@pron1%gen hed@n1 to@prep the@def_art wal@n1 his@pron1%gen bodi@n to@prep the@def_art ground@n,         
Troilus and Criseyde; Book IV 245,"Ful ofte he swapte, himselven to confounde.",ful@adv ofte@adv he@pron1%nom swappen@v%pt_3 him-self@pron to@part confounden@v%inf,u Sx u Sx uSu S uSx
Troilus and Criseyde; Book IV 246,"His eyen two, for pitee of his herte",his@pron1%gen eie@n1%pl two@num_adj for@prep piete@n of@prep his@pron1%gen herte@n,u Su S u Su S u Sx
Troilus and Criseyde; Book IV 247,Out stremeden as swifte welles tweye;,oute@adv stremen@v%pt_pl as@conj swifte@adj welle@n%pl twein@num_adj,u SuS u Su Su S
