LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book I 143,For it were here a long disgressioun,for@conj hit@pron ben@v%pt_3 her@adv a@indef_art long@adj1 digression@n,u S ux Sx u S uSuS
Troilus and Criseyde; Book I 144,"Fro my matere, and yow to long to dwelle.",from@prep min@pron%gen matere@n and@conj you@pron%pl_obj to@adv2 longe@adv to@part dwellen@v%inf,u S uSx u S u S u Sx
Troilus and Criseyde; Book I 145,"But the Troyane gestes, as they felle",but@conj the@def_art troian@adj geste@n1%pl as@conj thei@pron%pl_nom fallen@v%pt_pl,u S uSu Su S u Sx
Troilus and Criseyde; Book I 146,"In Omer, or in Dares, or in Dite",in@prep homer@n#propn or@conj in@prep dares@n#propn or@conj in@prep dite@n#propn,u Su S u Su S u Sx
Troilus and Criseyde; Book I 147,"Whoso that can, may rede hem as they write.",who-so@pron%nom that@pron connen@v%pr_3 mouen@v3%pr_3 reden@v1%inf hem@pron%pl_obj as@conj thei@pron%pl_nom writen@v%pr_pl,uS u S u Sx u S u Sx
Troilus and Criseyde; Book I 148,But though that Grekes hem of Troye shetten,but@conj though@conj that@part grek@n%pl hem@pron%pl_obj of@prep troie@n1#propn shitten@v%pt_pl,u S u Su S u Su Su
Troilus and Criseyde; Book I 149,And hir citee bisegede al aboute,and@conj here@pron%pl_gen cite@n bisegen@v%pt_pl al@adv abouten@adv,u S uS uSux S uSx
Troilus and Criseyde; Book I 150,Hir olde usage wolde they not letten,here@pron%pl_gen olde@adj usage@n willen@v%pt_pl thei@pron%pl_nom not@adv letten@v%inf,u Sx uSu Sx u S uS
Troilus and Criseyde; Book I 151,As for to honoure hir goddes ful devoute;,as@conj for@prep#adv to@part honouren@v%inf here@pron%pl_gen god@n1%pl ful@adv devout@adj,u S u Sux S ux S uSx
Troilus and Criseyde; Book I 152,"But aldermost in honour, out of doute",but@conj aldermost@adv%sup in@prep honour@n oute@adv#prep of@prep doute@n,u SuS u Su S u Sx
Troilus and Criseyde; Book I 153,They hadde a relik hight Palladion,thei@pron%pl_nom haven@v%pt_pl a@indef_art relik@n hoten@v1%ppl_abs palladioun@n#propn,u Sx u Su S uSuS
Troilus and Criseyde; Book I 154,That was hir trist aboven everichon.,that@pron ben@v%pt_3 here@pron%pl_gen trust@n aboven@prep everich-on@pron,u S u S uSu SxuS
Troilus and Criseyde; Book I 155,"And so bifel, whan comen was the time",and@conj so@adv bifallen@v%pt_3 whan@adv&conj comen@v%ppl ben@v%pt_3 the@def_art time@n,u S uS u Su S u Sx
Troilus and Criseyde; Book I 156,"Of Aperil, whan clothed is the mede",of@prep april@n whan@adv&conj clothen@v%ppl ben@v%pr_3 the@def_art mede@n2,u SuS u Su S u Sx
Troilus and Criseyde; Book I 157,"With newe grene, of lusty Ver the prime",with@prep neue@adj grene@n1 of@prep lusti@adj ver@n the@def_art prime@n,u Su Sx u Su S u Sx
Troilus and Criseyde; Book I 158,And swote smellen floures white and rede,and@conj sote@adj smellen@v%pr_pl flour@n1%pl whit@adj and@conj red@adj,u Su Su Su Sx u Sx
Troilus and Criseyde; Book I 159,"In sondry wises shewed, as I rede",in@prep sondri@adj wise@n2 sheuen@v1%pt_3 as@conj ich@pron%nom reden@v1%pr_3,u Su Su Su S u Sx
Troilus and Criseyde; Book I 160,The folk of Troye hir observaunces olde,the@def_art folk@n of@prep troie@n1#propn here@pron%pl_gen observaunce@n%pl olde@adj,u S u Su S uSux Sx
Troilus and Criseyde; Book I 161,Palladions feste for to holde.,palladioun@n#propn%gen feste@n for@prep#adv to@part holden@v1%inf,SuSu Su S u Sx
Troilus and Criseyde; Book I 162,"And to the temple, in al hir beste wise",and@conj to@prep the@def_art temple@n1 in@prep al@gram_adj here@pron%pl_gen best@adj%sup wise@n2,u S u Su S u S ux Sx
Troilus and Criseyde; Book I 163,"In general, ther wente many a wight",in@prep general@n ther@adv wenden@v%pt_3 mani@gram_adj a@indef_art wight@n,u SuS u Sx uS u S
Troilus and Criseyde; Book I 164,To herknen of Palladion the servise;,to@part herkenen@v%inf of@prep palladioun@n#propn%gen the@def_art servise@n,u Su S uSu S uSx
Troilus and Criseyde; Book I 165,"And namely, so many a lusty knight",and@conj nameli@adv so@adv mani@gram_adj a@indef_art lusti@adj knight@n,u SuS u Sx u Su S
Troilus and Criseyde; Book I 166,So many a lady fresh and maiden bright,so@adv mani@gram_adj a@indef_art ladie@n fresh@adj and@conj maiden@n bright@adj,u Su S uS u S ux S
Troilus and Criseyde; Book I 167,"Ful wel arayed, bothe moste and leste",ful@adv wel@adv arraien@v%ppl_abs bothe@num_conj most@n and@conj leste@adj1#n%sup,u S uSu Su Sx u Sx
Troilus and Criseyde; Book I 168,"Ye, bothe for the seson and the feste.",ye@adv bothe@num_conj for@prep the@def_art sesoun@n and@conj the@def_art feste@n,u Su S u Su S u Sx
Troilus and Criseyde; Book I 169,Among thise othere folk was Criseyda,amonges@prep these@gram_adj%pl other@gram_adj folk@n ben@v%pt_3 criseyde@n#propn,uS ux Sux S u SuS
Troilus and Criseyde; Book I 170,In widewes habite blak; but nathelees,in@prep widwe@n%gen habit@n blak@adj but@conj no-the-lesse@adv,u Sux Sux S u SuS
Troilus and Criseyde; Book I 171,Right as our firste lettre is now an A,righte@adv as@conj oure@pron%pl_gen first@num_adj lettre@n ben@v%pr_3 nou@adv a@indef_art a@n1,u S u Su Sx u S u S
Troilus and Criseyde; Book I 172,"In beautee first so stood she, makelees;",in@prep beaute@n first@adv so@adv stonden@v1%pt_3 she@pron%nom makeles@adj,u Su S u S u SuS
Troilus and Criseyde; Book I 173,Hir godly looking gladede al the prees.,hire@pron1%fem_gen godli@adj2 lokinge@ger gladen@v%pt_3 al@gram_adj the@def_art presse@n,u Su Su Sux S u S
Troilus and Criseyde; Book I 174,Nas never seyn thing to ben preised derre,ben@v%pt_3_neg never@adv sen@v1%ppl thing@n yet@adv ben@v%inf preisen@v%ppl dere@adv,u Su S u S u Su Sx
Troilus and Criseyde; Book I 175,Nor under cloude blak so bright a sterre,nor@conj under@prep cloud@n blak@adj so@adv bright@adj a@indef_art sterre@n,u Su Su S u S u Sx
Troilus and Criseyde; Book I 176,"As was Criseyde, as folk seide everichoon",as@conj ben@v%pt_3 criseyde@n#propn as@conj folk@n seien@v1%pt_pl everich-on@pron,u S uSx u S ux SxuS
Troilus and Criseyde; Book I 177,That hir bihelden in hir blake wede;,that@pron hire@pron2%fem_obj biholden@v%pt_pl in@prep hire@pron1%fem_gen blak@adj wede@n,u S uSu S u Su Sx
Troilus and Criseyde; Book I 178,And yet she stood ful lowe and stille alloon,and@conj yet@adv she@pron%nom stonden@v1%pt_3 ful@adv loue@adv and@conj stille@adv al-one@adj,u S u S u Sx u Sx uS
Troilus and Criseyde; Book I 179,"Bihinden othere folk, in litel brede",bihinde@prep other@gram_adj folk@n in@prep litel@adj brede@n2,uSu Sux S u Su Sx
Troilus and Criseyde; Book I 180,"And neigh the dore, ay under shames drede",and@conj neigh@prep the@def_art dore@n1 ai@adv under@prep shame@n%gen drede@n,u S u Sx u Su Su Sx
Troilus and Criseyde; Book I 181,"Simple of atir, and debonaire of chere",simple@adj of@prep atir@n and@conj debonaire@adj of@prep chere@n1,ux S uS u SuSx u Sx
Troilus and Criseyde; Book I 182,With ful assured loking and manere.,with@prep ful@adv assuren@v#adj%ppl lokinge@ger and@conj manere@n,u S uSu Su S uSx
Troilus and Criseyde; Book I 183,"This Troilus, as he was wont to gide",this@gram_adj troilus@n#propn as@conj he@pron1%nom ben@v%pt_3 wonen@v1%ppl to@part giden@v%inf,u SuS u S u S u Sx
Troilus and Criseyde; Book I 184,"His yonge knightes, ladde hem up and doun",his@pron1%gen yong@adj knight@n%pl leden@v1%pt_3 hem@pron%pl_obj up@adv and@conj doun@adv,u Su Su Sx u S u S
Troilus and Criseyde; Book I 185,In thilke large temple on every side,in@prep thilke@gram_adj large@adj temple@n1 on@prep everi@pron_gram_adj side@n,u Sx ux Su S uSu Sx
Troilus and Criseyde; Book I 186,Biholding ay the ladies of the toun,biholden@v%prp_abs ai@adv the@def_art ladie@n%pl of@prep the@def_art toun@n,      
Troilus and Criseyde; Book I 187,"Now here, now there, for no devocioun",nou@adv her@adv nou@adv ther@adv for@conj no@gram_adj devocioun@n,u Sx u Sx u S uSuS
Troilus and Criseyde; Book I 188,"Hadde he to noon, to reven him his reste",haven@v%pt_3 he@pron1%nom to@prep non@pron to@part reven@v%inf him@pron%obj his@pron1%gen reste@n1,ux S u S u Su S u Sx
Troilus and Criseyde; Book I 189,But gan to preise and lakken whom him leste.,but@conj ginnen@v%pt_3 to@part preisen@v%inf and@conj lakken@v%inf whom@pron%obj him@pron%obj listen@v1%pt_3,u S u Sx u Su S u Sx
Troilus and Criseyde; Book I 190,And in his walk ful fast he gan to waiten,and@conj in@prep his@pron1%gen walk@n1 ful@adv faste@adv he@pron1%nom ginnen@v%pt_3 to@part waiten@v%inf,u S u S u S u S u Su
Troilus and Criseyde; Book I 191,If knight or squier of his companie,if@conj knight@n or@conj squier@n if@conj his@pron1%gen compaignie@n,u S u Su S u SuS
Troilus and Criseyde; Book I 192,"Gan for to sike, or lete his eyen baiten",ginnen@v%pt_3 for@prep#adv to@part siken@v2%inf or@conj leten@v%inf his@pron1%gen eie@n1%pl baiten@v%inf,u S u Sx u Sx u Su Su
Troilus and Criseyde; Book I 193,On any woman that he coude aspie,on@prep ani@gram_adj womman@n that@pron he@pron1%nom connen@v%pt_3 aspien@v%inf,u Su Su S u Sx uS
Troilus and Criseyde; Book I 194,"He wolde smile, and holden it folie",he@pron1%nom willen@v%pt_3 smilen@v%inf and@conj holden@v1%inf hit@pron folie@n,u Su Sx u Su S uS
Troilus and Criseyde; Book I 195,"And seye him thus, “God wot, she slepeth softe",and@conj seien@v1%inf him@pron%obj thus@adv god@n1#propn witen@v1%pr_3 she@pron%nom slepen@v%pr_3 softe@adv,u S u S u S u Su Sx
Troilus and Criseyde; Book I 196,"For love of thee, whan thou tornest ful ofte!",for@prep love@n1 of@prep the@pron2%obj whan@adv&conj thou@pron%nom turnen@v%pr_2 ful@adv ofte@adv,u Sx u S u S uS u Sx
Troilus and Criseyde; Book I 197,"“I have herd told, pardieux, of your livinge",ich@pron%nom haven@v%pr_1 heren@v%ppl tellen@v%ppl_abs parde@interj of@prep your@pron%pl_gen livinge@ger,u Sx u S uS u S uSx
Troilus and Criseyde; Book I 198,"Ye lovers, and your lewede observaunces",ye@pron%pl_nom lovere@n2%pl and@conj your@pron%pl_gen leued@adj observaunce@n%pl,u Su S u Sux SuSx
Troilus and Criseyde; Book I 199,And which a labour folk han in winninge,and@conj which@gram_adj a@indef_art labour@n folk@n haven@v%pr_pl in@prep winninge@ger1,u S u Su S u S uSx
Troilus and Criseyde; Book I 200,"Of love, and, in the keping, which doutaunces;",of@prep love@n1 and@conj in@prep the@def_art kepinge@ger which@pron doutaunce@n%pl,u Sx u S u Su S uSx
Troilus and Criseyde; Book I 201,"And whan your preye is lost, wo and penaunces.",and@conj whan@adv&conj your@pron%pl_gen preie@n2 ben@v%pr_3 losen@v2%ppl wo@n and@conj penaunce@n%pl,u S u S u S u S uSx
Troilus and Criseyde; Book I 202,O verrey foles! nice and blinde be ye;,o@interj verrei@adj fol@n%pl nice@adj and@conj blind@adj ben@v%pr_pl ye@pron%pl_nom,u Su Su Sx u Sx u S
Troilus and Criseyde; Book I 203,Ther nis not oon can war by other be.”,ther@adv ben@v%pr_3_neg not@adv on@pron connen@v%pr_3 ware@adj bi@prep other@pron ben@v%inf,u S u S u S u Su S
Troilus and Criseyde; Book I 204,And with that word he gan cast up the browe,and@conj with@prep that@art&gram_adj word@n he@pron1%nom ginnen@v%pt_3 casten@v%inf up@adv the@def_art broue@n,u S u S u S u S u Sx
Troilus and Criseyde; Book I 205,"Ascaunces, “Lo! is this nought wisly spoken?”",ascaunce@adv lo@interj ben@v%pr_3 this@pron nought@adv wiseli@adv speken@v%ppl,uSu S u S u Su Su
Troilus and Criseyde; Book I 206,At which the god of love gan loken rowe,at@prep which@pron the@def_art god@n1 of@prep love@n1#propn ginnen@v%pt_3 loken@v2%inf roughe@adj,u S u S u Sx u Su Sx
Troilus and Criseyde; Book I 207,"Right for despit, and shoop for to ben wroken;",righte@adv for@prep despit@n and@conj shapen@v%pt_3 for@prep#adv to@part ben@v%inf wreken@v%ppl,u S uS u S u S u Su
Troilus and Criseyde; Book I 208,He kidde anoon his bowe nas not broken;,he@pron1%nom kithen@v%pt_3 an-on@adv his@pron1%gen boue@n1 ben@v%pt_3_neg not@adv breken@v%ppl,u Sx uS u Sx u S uS
Troilus and Criseyde; Book I 209,For sodeinly he hit him at the fulle;,for@conj sodeinli@adv he@pron1%nom hitten@v%pt_3 him@pron%obj at@prep the@def_art fulle@n1,u SuS u S u S u Sx
Troilus and Criseyde; Book I 210,And yet as proud a pekok can he pulle.,and@conj yet@adv as@conj proud@adj a@indef_art po-cok@n connen@v%pr_3 he@pron1%nom pullen@v%inf,u S u S u Su S u Sx
Troilus and Criseyde; Book I 211,"O blinde world, O blinde entencioun!",o@interj blind@adj world@n o@interj blind@adj entencioun@n,u Su S u Sx uSuS
Troilus and Criseyde; Book I 212,How ofte falleth al th’effect contraire,hou@adv&conj ofte@adv fallen@v%pr_3 al@gram_adj the@def_art effect@n contraire@adv,u Su Su S  uS uSx
Troilus and Criseyde; Book I 213,Of surquidrie and foul presumpcioun;,of@prep surquidrie@n and@conj foul@adj presumpcioun@n,u SuS u S uSuS
Troilus and Criseyde; Book I 214,"For caught is proud, and caught is debonaire.",for@conj cacchen@v%ppl ben@v%pr_3 proud@n and@conj cacchen@v%ppl ben@v%pr_3 debonaire@n,u S u S u S u SuSx
Troilus and Criseyde; Book I 215,This Troilus is clomben on the staire,this@gram_adj troilus@n#propn ben@v%pr_3 climben@v%ppl on@prep the@def_art steire@n,u SuS u Su S u Sx
Troilus and Criseyde; Book I 216,And litel weneth that he moot descenden.,and@conj litel@adv wenen@v2%pr_3 that@conj he@pron1%nom moten@v2%pr_3 descenden@v%inf,u Su Su S u S uSu
Troilus and Criseyde; Book I 217,But al day falleth thing that foles ne wenden.,but@conj al@gram_adj dai@n failen@v%pr_3 thing@n that@pron fol@n%pl ne@adv wenen@v2%pr_pl,u S u Su S u Su S ux
Troilus and Criseyde; Book I 218,As proude Bayard ginneth for to skippe,as@conj proud@adj baiard@n1#propn ginnen@v%pr_3 for@prep#adv to@part skippen@v%inf,u Su Su Su S u Sx
Troilus and Criseyde; Book I 219,"Out of the wey, so priketh him his corn",oute@adv#prep of@prep the@def_art wei@n so@adv priken@v%pr_3 him@pron%obj his@pron1%gen corn@n,u S u S u Su S u S
Troilus and Criseyde; Book I 220,Til he a lash have of the longe whippe,til@conj he@pron1%nom a@indef_art lashe@n haven@v%pr_3 of@prep the@def_art long@adj1 whippe@n --@dash,u S u S ux S u Su Sx
Troilus and Criseyde; Book I 221,"Than thenketh he, “Though I praunce al biforn",thanne@adv thinken@v2%pr_3 he@pron1%nom though@conj ich@pron%nom prauncen@v%pr_1 al@adv biforen@adv,u Su S u S ux S uS
Troilus and Criseyde; Book I 222,"First in the trais, ful fat and newe shorn",first@adv in@prep the@def_art trais@n ful@adv fat@adj and@conj neue@adv sheren@v%ppl,u S u S u S u Su S
Troilus and Criseyde; Book I 223,"Yet am I but an hors, and horses lawe",yet@adv ben@v%pr_1 ich@pron%nom but@conj a@indef_art hors@n and@conj hors@n%gen laue@n,u S u S u S u Su Sx
Troilus and Criseyde; Book I 224,"I moot endure, and with my feres drawe.”",ich@pron%nom moten@v2%pr_1 enduren@v%inf and@conj with@prep min@pron%gen fere@n1%pl drauen@v%inf --@dash,u S uSx u S u Su Sx
Troilus and Criseyde; Book I 225,So ferde it by this fers and proude knight;,so@adv faren@v%pt_3 hit@pron bi@prep this@gram_adj fers@adj and@conj proud@adj knight@n,u Sx u S u S u Su S
Troilus and Criseyde; Book I 226,Though he a worthy kinges sone were,though@conj he@pron1%nom a@indef_art worthi@adj king@n%gen sone@n ben@v%pt_3,u S u Su Su Su Sx
Troilus and Criseyde; Book I 227,And wende no thing had had swiche might,and@conj wenen@v2%pt_3 no@gram_adj thing@n haven@v%pt_3 haven@v%pt_3 swich@gram_adj might@n,u Su S u S u Su S
Troilus and Criseyde; Book I 228,Ayens his wil that sholde his herte stere,ayenes@prep his@pron1%gen wille@n that@pron shulen@v1%pt_3 his@pron1%gen herte@n steren@v1%inf,uS u S u Sx u Su Sx
Troilus and Criseyde; Book I 229,Yet with a look his herte wex afere,yet@adv with@prep a@indef_art lok@n4 his@pron1%gen herte@n waxen@v1%pt_3 afire@adv&adj,u S u S u Su S uSx
Troilus and Criseyde; Book I 230,"That he, that now was most in pride above",that@conj he@pron1%nom that@pron nou@adv ben@v%pt_3 most@adv%sup in@prep pride@n2 aboven@advas_adj,u S u S u S u Sx uSx
Troilus and Criseyde; Book I 231,Wex sodeinly most subget unto love.,waxen@v1%pt_3 sodeinli@adv most@adv%sup subget@adj unto@prep love@n1,u SuS u Su Su Sx
Troilus and Criseyde; Book I 232,Forthy ensample taketh of this man,for-thi@adv&conj ensaumple@n taken@v%imp of@prep this@gram_adj man@n,uS uSu Su S u S
Troilus and Criseyde; Book I 233,"Ye wise, proude, and worthy folkes alle",ye@pron%pl_nom wise@adj proud@adj and@conj worthi@adj folk@n%pl al@gram_adj,u Su Sx u Su Su Sx
Troilus and Criseyde; Book I 234,"To scornen Love, which that so sone can",to@part scornen@v%inf love@n1#propn which@pron that@pron so@adv sone@adv connen@v%pr_3,u Su Sx u S u Su S
Troilus and Criseyde; Book I 235,The freedom of youre hertes to him thralle;,the@def_art fredom@n of@prep your@pron%pl_gen herte@n%pl to@prep him@pron%obj thrallen@v%inf,u Su S ux Su S u Sx
Troilus and Criseyde; Book I 236,"For ever it was, and ever it shal bifalle",for@conj ever@adv hit@pron ben@v%pt_3 and@conj ever@adv hit@pron shulen@v1%pr_3 bifallen@v%inf,u S u S u S u S uSx
Troilus and Criseyde; Book I 237,That Love is he that alle thing may binde,that@conj love@n1#propn ben@v%pr_3 he@pron1%nom that@pron al@gram_adj thing@n mouen@v3%pr_3 binden@v%inf,u Sx u S u Su S u Sx
Troilus and Criseyde; Book I 238,For may no man fordo the lawe of kinde.,for@conj mouen@v3%pr_3 no@gram_adj man@n fordon@v%inf the@def_art laue@n of@prep kinde@n,u S u S uS u Sx u Sx
Troilus and Criseyde; Book I 239,"That this be sooth, hath preved and doth yet;",that@conj this@pron ben@v%pr_3 soth@adj haven@v%pr_3 preven@v%ppl and@conj don@v1%pr_3 yet@adv,u S u S u Su S u S
Troilus and Criseyde; Book I 240,"For this trowe I ye knowen, alle or some",for@conj this@gram_adj trouen@v%pr_1 ich@pron%nom ye@pron%pl_nom knouen@v%pr_pl al@gram_adjas_n or@conj som@pron,u S ux S u Su Sx u Sx
Troilus and Criseyde; Book I 241,Men reden not that folk han gretter wit,man@n%pl reden@v1%pr_pl not@adv that@conj folk@n haven@v%pr_pl gret@adj%comp wit@n,u Su S u S u Su S
Troilus and Criseyde; Book I 242,Than they that han be most with love ynome;,than@conj thei@pron%pl_nom that@pron haven@v%pr_pl ben@v%ppl most@adv%sup with@prep love@n1 inimen@v%ppl,u S u S u S u Sx uSx
Troilus and Criseyde; Book I 243,And strengest folk ben therwith overcome,and@conj strengest@adj%sup folk@n ben@v%pr_pl ther-with@adv overcomen@v%ppl,u Su S u Su SuSx
Troilus and Criseyde; Book I 244,The worthiest and grettest of degree;,the@def_art worthi@adj%sup and@conj gret@adj%sup of@prep degre@n,u SuS u Su S uS
Troilus and Criseyde; Book I 245,"This was, and is, and yet men shal it see.",this@pron ben@v%pt_3 and@conj ben@v%pr_3 and@conj yet@adv man@n%pl shulen@v1%pr_pl hit@pron sen@v1%inf,u S u S u S u S u S
Troilus and Criseyde; Book I 246,And trewelich it sit wel to be so,and@conj treuli@adv hit@pron sitten@v%pr_3 wel@adv to@part ben@v%inf so@adv,u SuS u S u S u S
Troilus and Criseyde; Book I 247,For alderwisest han therwith ben plesed;,for@conj alderwisest@adj%sup haven@v%pr_pl ther-with@adv ben@v%ppl plesen@v%ppl,u SuSu S uS u Sx
Troilus and Criseyde; Book I 248,And they that han ben aldermost in wo,and@conj thei@pron%pl_nom that@pron haven@v%pr_pl ben@v%ppl aldermost@adv%sup in@prep wo@n,u S u S u SuS u S
Troilus and Criseyde; Book I 249,With love han ben conforted most and esed;,with@prep love@n1 haven@v%pr_pl ben@v%ppl comforten@v%ppl most@adv%sup and@conj esen@v%ppl,u Sx u S uSu S u Sx
Troilus and Criseyde; Book I 250,And ofte it hath the cruel herte apesed,and@conj ofte@adv hit@pron haven@v%pr_3 the@def_art cruel@adj herte@n appesen@v%ppl,u Sx u S u Su Sx uSx
Troilus and Criseyde; Book I 251,And worthy folk maad worthier of name,and@conj worthi@adj folk@n maken@v1%ppl worthi@adj%comp of@prep name@n,u Su S u SuS u Sx
Troilus and Criseyde; Book I 252,And causeth most to dreden vice and shame.,and@conj causen@v1%pr_3 most@adv%sup to@part dreden@v%inf vice@n and@conj shame@n,u Su S u Su Sx u Sx
