LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book V 139,And if I may your harmes not redresse,and@conj if@conj ich@pron%nom mouen@v3%pr_1 your@pron%pl_gen harm@n%pl not@adv redressen@v%inf,u S u S u Su S uSx
Troilus and Criseyde; Book V 140,I am right sory for your hevinesse.,ich@pron%nom ben@v%pr_1 righte@adv sori@adj for@prep your@pron%pl_gen hevinesse@n,u S u Su S u SuSx
Troilus and Criseyde; Book V 141,“And though ye Troians with us Grekes wrothe,and@conj though@conj ye@pron%pl_nom troian@n%pl with@prep us@pron%pl_obj grek@n%pl wroth@adj,S u S u S u Su Sx
Troilus and Criseyde; Book V 142,"Han many a day ben alwey yet, pardee",haven@v%pr_pl mani@gram_adj a@indef_art dai@n ben@v%ppl al-wei@adv yet@adv parde@interj,u Sx u S u Su S uS
Troilus and Criseyde; Book V 143,O God of Love in sooth we serven bothe.,o@interj god@n1 of@prep love@n1#propn in@prep soth@n we@pron%pl_nom serven@v1%pr_pl bothe@num_adj,u S u Sx u S u Su Sx
Troilus and Criseyde; Book V 144,"And, for the love of god, my lady free",and@conj for@prep the@def_art love@n1 of@prep god@n1#propn min@pron%gen ladie@n fre@adj,u S u Sx u S u Su S
Troilus and Criseyde; Book V 145,"Whom so ye hate, as beth not wroth with me.",whom@pron%obj so@adv ye@pron%pl_nom haten@v%pr_pl as@conj ben@v%imp not@adv wroth@adj with@prep me@pron2%obj,u S u Sx u S u S u S
Troilus and Criseyde; Book V 146,"For trewely, ther can no wight yow serve",for@conj treuli@adv ther@adv connen@v%pr_3 no@gram_adj wight@n you@pron%pl_obj serven@v1%inf,u SuS u S u S u Sx
Troilus and Criseyde; Book V 147,That half so looth your wraththe wold deserve.,that@pron half@adv so@adv loth@adj your@pron%pl_gen wrath@n willen@v%pt_3 deserven@v%inf,u S u S u Su S uSx
Troilus and Criseyde; Book V 148,“And nere it that we been so neigh the tente,and@conj ben@v%pt_3_neg hit@pron that@conj we@pron%pl_nom ben@v%pr_pl so@adv neigh@prep the@def_art tente@n1,u Sx u S u S u S u Sx
Troilus and Criseyde; Book V 149,"Of Calkas, which that seen us bothe may",of@prep calkas@n#propn which@pron that@pron sen@v1%inf us@pron%pl_obj bothe@num_adj mouen@v3%pr_3,u Su S u S u Su S
Troilus and Criseyde; Book V 150,I wolde of this yow telle al min entente;,ich@pron%nom willen@v%pt_1 of@prep this@pron you@pron%pl_obj tellen@v%inf al@gram_adj min@pron%gen entente@n --@dash,u Sx u S u Sx u S uSx
Troilus and Criseyde; Book V 151,But this enseled til another day.,but@conj this@pron%contr enselen@v%ppl_abs til@prep another@gram_adj dai@n,u S uSu S uSu S
Troilus and Criseyde; Book V 152,"Yeve me your hond, I am, and shal ben ay",yeven@v%imp me@pron2%obj your@pron%pl_gen honde@n ich@pron%nom ben@v%pr_1 and@conj shulen@v1%pr_3 ben@v%inf ai@adv,ux S u S u S u S u S
Troilus and Criseyde; Book V 153,"God help me so, whil that my lif may dure",god@n1#propn helpen@v%pr_3 me@pron2%obj so@adv whil@conj that@part min@pron%gen lif@n mouen@v3%pr_3 duren@v%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book V 154,Your owene aboven every creature.,your@pron%pl_gen ouen@adj aboven@prep everi@pron_gram_adj creature@n,u Sux Sux Sxu SuSx
Troilus and Criseyde; Book V 155,“Thus seide I never er now to womman born;,thus@adv seien@v1%pt_1 ich@pron%nom never@adv er@prep nou@n to@prep womman@n beren@v1#adj%ppl,u Sx u S u S u Su S
Troilus and Criseyde; Book V 156,For God in herte as wisly glade so,for@conj god@n1#propn in@prep herte@n as@conj wisli@adv gladen@v%pr_3 so@adv,u S u Sx u Su Su S
Troilus and Criseyde; Book V 157,I loved never womman herebiforn,ich@pron%nom loven@v1%pt_1 never@adv womman@n her-biforen@adv,u Su Su Su xSuS
Troilus and Criseyde; Book V 158,As paramours ne never shal no mo.,as@conj par_amoure@adv ne@conj1 never@adv shulen@v1%pr_3 no@gram_adj mo@n,u SuS u Su S u S
Troilus and Criseyde; Book V 159,"And, for the love of God, beth not my fo;",and@conj for@prep the@def_art love@n1 of@prep god@n1#propn ben@v%imp not@adv min@pron%gen fo@n,u S u Sx u S u S u S
Troilus and Criseyde; Book V 160,"Al can I not to yow, my lady dere",al@conj connen@v%pr_1 ich@pron%nom not@adv to@prep you@pron%pl_obj min@pron%gen ladie@n dere@adj1,u S u S u S u Su Sx
Troilus and Criseyde; Book V 161,"Compleine aright, for I am yet to lere.",compleinen@v%inf a-right@adv for@conj ich@pron%nom ben@v%pr_1 yet@adv to@part leren@v%inf,uSx uS u S u S u Sx
Troilus and Criseyde; Book V 162,"“And wondreth not, min owene lady bright",and@conj wondren@v%imp not@adv min@pron%gen ouen@adj ladie@n bright@adj,u Su S u Sux Su S
Troilus and Criseyde; Book V 163,Though that I speke of love to you thus blive;,though@conj that@part ich@pron%nom speken@v%pr_1 of@prep love@n1 to@prep you@pron%pl_obj thus@adv blive@adv,u S u Sx u Sx u S u Sx
Troilus and Criseyde; Book V 164,For I have herd or this of many a wight,for@conj ich@pron%nom haven@v%pr_1 heren@v%ppl er@prep this@pron of@prep mani@gram_adj a@indef_art wight@n,u S ux S u S u Sx u S
Troilus and Criseyde; Book V 165,Hath loved thing he never saugh his live.,haven@v%pr_3 loven@v1%ppl thing@n he@pron1%nom never@adv sen@v1%pt_3 his@pron1%gen lif@n,u Su S u Su S u Sx
Troilus and Criseyde; Book V 166,Eek I am not of power for to strive,ek@adv ich@pron%nom ben@v%pr_1 not@adv of@prep pouere@n for@prep#adv to@part striven@v%inf,u S u S u Su S u Sx
Troilus and Criseyde; Book V 167,"Ayens the god of Love, but him obeye",ayenes@prep the@def_art god@n1 of@prep love@n1#propn but@conj him@pron%obj obeien@v%inf,       
Troilus and Criseyde; Book V 168,"I wol alwey, and mercy I yow preye.",ich@pron%nom willen@v%pr_1 al-wei@adv and@conj merci@n1 ich@pron%nom you@pron%pl_obj preien@v1%pr_1,u S uS u Su S u S
Troilus and Criseyde; Book V 169,“Ther been so worthy knightes in this place,ther@adv ben@v%pr_pl so@adv worthi@adj knight@n%pl in@prep this@gram_adj place@n,u S u Su Su S u Sx
Troilus and Criseyde; Book V 170,"And ye so fair, that everich of hem alle",and@conj ye@pron%pl_nom so@adv fair@adj that@conj everi@pron of@prep hem@pron%pl_obj al@gram_adj,u S u S u Sxu S u Sx
Troilus and Criseyde; Book V 171,Wol peinen him to stonden in your grace.,willen@v%pr_3 peinen@v%inf him@pron%obj to@part stonden@v1%inf in@prep your@pron%pl_gen grace@n,u Su S u Su S u Sx
Troilus and Criseyde; Book V 172,But mighte me so fair a grace falle,but@conj mouen@v3%pt_3 me@pron2%obj so@adv fair@adj a@indef_art grace@n fallen@v%inf,u Su S u S u Su Sx
Troilus and Criseyde; Book V 173,That ye me for your servaunt wolde calle,that@conj ye@pron%pl_nom me@pron2%obj for@prep your@pron%pl_gen servaunt@n willen@v%pt_3 callen@v%inf,u S u S u Su Su Sx
Troilus and Criseyde; Book V 174,So lowly ne so trewely you serve,so@adv louli@adv ne@conj1 so@adv treuli@adv you@pron%pl_obj serven@v1%inf,u Su S u SuS u Sx
Troilus and Criseyde; Book V 175,"Nil noon of hem, as I shal, til I sterve.”",willen@v%pr_3_neg non@pron of@prep hem@pron%pl_obj as@conj ich@pron%nom shulen@v1%pr_1 til@conj ich@pron%nom sterven@v%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book V 176,Criseyde unto that purpos lite answerde,criseyde@n#propn unto@prep that@art&gram_adj purpos@n lite@n3 answeren@v%pt_3,uSx uS u Su Sx uSx
Troilus and Criseyde; Book V 177,As she that was with sorwe oppressed so,as@conj she@pron%nom that@pron ben@v%pt_3 with@prep sorwe@n oppressen@v%ppl so@adv,u S u S u Sx uSu S
Troilus and Criseyde; Book V 178,"That, in effect, she nought his tales herde",that@conj in@prep effect@n she@pron%nom nought@adv his@pron1%gen tale@n%pl heren@v%pt_3,u S uS u S u Su Sx
Troilus and Criseyde; Book V 179,"But here and there, now here a word or two.",but@conj her@adv and@conj ther@adv nou@adv her@adv a@indef_art word@n or@conj two@num_adj,u Sx u Sx u Sx u S u S
Troilus and Criseyde; Book V 180,Hir thoughte hir sorwful herte brast atwo.,hire@pron2%fem_obj thinken@v1%pt_3 hire@pron1%fem_gen sorweful@adj herte@n bresten@v%pt_3 atwo@adv,u Sx u Su Su S uS
Troilus and Criseyde; Book V 181,For whan she gan hir fader fer aspie,for@conj whan@adv&conj she@pron%nom ginnen@v%pt_3 hire@pron1%fem_gen fader@n fer@adv aspien@v%inf,u S u S u Su S uS
Troilus and Criseyde; Book V 182,Wel neigh doun of hir hors she gan to sie.,wel@adv neigh@adv doun@adv of@prep hire@pron1%fem_gen hors@n she@pron%nom ginnen@v%pt_3 to@part sien@v1%inf,u S u S u S u S u S
Troilus and Criseyde; Book V 183,But natheles she thonked Diomede,but@conj no-the-lesse@adv she@pron%nom thanken@v%pt_3 diomede@n#propn,u SuS u Su SuSx
Troilus and Criseyde; Book V 184,"Of al his travaile, and his goode chere",of@prep al@gram_adj his@pron1%gen travail@n and@conj his@pron1%gen god@adj chere@n1,u S u Sux S u Su Sx
Troilus and Criseyde; Book V 185,And that him liste his friendship hir to bede;,and@conj that@conj him@pron%obj listen@v1%pr_3 his@pron1%gen frendshipe@n hire@pron2%fem_obj to@part beden@v%inf,u S u Sx u SuS u S xx
Troilus and Criseyde; Book V 186,And she accepteth it in good manere,and@conj she@pron%nom accepten@v%pr_3 hit@pron in@prep god@adj manere@n,u S uSu S u S uSx
Troilus and Criseyde; Book V 187,And wol do fain that is him leef and dere;,and@conj willen@v%pr_3 don@v1%inf fain@adv that@pron ben@v%pr_3 him@pron%obj lef@adj and@conj dere@adj1,u S u S u S u S u Sx
Troilus and Criseyde; Book V 188,"And trusten him she wolde, and wel she mighte",and@conj trusten@v%inf him@pron%obj she@pron%nom willen@v%pt_3 and@conj wel@adv she@pron%nom mouen@v3%pt_3,u Su S u Sx u S u Sx
Troilus and Criseyde; Book V 189,"As seide she, and from hir hors sh’alighte.",as@conj seien@v1%pt_3 she@pron%nom and@conj from@prep hire@pron1%fem_gen hors@n she@pron%nom alighten@v1%pt_3,u Su S u S u S  uSx
Troilus and Criseyde; Book V 190,Hir fader hath hir in his armes nome,hire@pron1%fem_gen fader@n haven@v%pr_3 hire@pron2%fem_obj in@prep his@pron1%gen arm@n%pl nimen@v%ppl,u Su S u S u Su Sx
Troilus and Criseyde; Book V 191,And tweinty time he kiste his doughter swete,and@conj twenti@num_adj time@n he@pron1%nom kissen@v%pt_3 his@pron1%gen doughter@n swete@adv,u Su Sx u Sx u Su Sx
Troilus and Criseyde; Book V 192,"And seide, “O dere doughter min, welcome!”",and@conj seien@v1%pt_3 o@interj dere@adj1 doughter@n min@pron%gen welcom@adj,u Sx u Su Su S uSx
Troilus and Criseyde; Book V 193,"She seide eek, she was fain with him to mete",she@pron%nom seien@v1%pt_3 ek@adv she@pron%nom ben@v%pt_3 fain@adj with@prep him@pron%obj to@part meten@v4%inf,u Sx u S u S u S u Sx
Troilus and Criseyde; Book V 194,"And stood forth mewet, milde, and mansuete.",and@conj stonden@v1%pt_3 forth@adv muet@adj milde@adj and@conj mansuete@adj,u S u Su Su S uSx
Troilus and Criseyde; Book V 195,But here I leve hir with hir fader dwelle,but@conj her@adv ich@pron%nom leven@v1%pr_1 hire@pron2%fem_obj with@prep hire@pron1%fem_gen fader@n dwellen@v%inf,u Sx u Sx u S u Su Sx
Troilus and Criseyde; Book V 196,And forth I wol of Troilus yow telle.,and@conj forth@adv ich@pron%nom willen@v%pr_1 of@prep troilus@n#propn you@pron%pl_obj tellen@v%inf,u S u S u SuS u Sx
Troilus and Criseyde; Book V 197,To Troye is come this woful Troilus,to@prep troie@n1#propn ben@v%pr_3 comen@v%ppl this@gram_adj woful@adj troilus@n#propn,u Su S ux S uS uS
Troilus and Criseyde; Book V 198,In sorwe aboven alle sorwes smerte,in@prep sorwe@n aboven@prep al@gram_adj sorwe@n%pl smert@adj,u Sx uSu Su Su Sx
Troilus and Criseyde; Book V 199,"With felon look, and face dispitous.",with@prep feloun@adj lok@n4 and@conj face@n despitous@adj,u Su S u Su SuS
Troilus and Criseyde; Book V 200,Tho sodeinly doun from his hors he sterte,tho@adv sodeinli@adv doun@adv from@prep his@pron1%gen hors@n he@pron1%nom sterten@v%pt_3,u SuS u S u S u Sx
Troilus and Criseyde; Book V 201,"And thorugh his paleis, with a swollen herte",and@conj thurgh@prep his@pron1%gen palais@n with@prep a@indef_art swellen@v#adj%ppl herte@n,u Su S uS u S ux Sx
Troilus and Criseyde; Book V 202,To chambre he wente; of nothing took he hede,to@prep chaumbre@n he@pron1%nom wenden@v%pt_3 of@prep no-thing@pron taken@v%pt_3 he@pron1%nom hed@n2,u Sx u Sx u Su S u Sx
Troilus and Criseyde; Book V 203,Ne noon to him dar speke a word for drede.,ne@conj1 non@pron to@prep him@pron%obj durren@v%pr_3 speken@v%inf a@indef_art word@n for@prep drede@n,u S u S u Sx u S u Sx
Troilus and Criseyde; Book V 204,And there his sorwes that he spared hadde,and@conj ther@adv his@pron1%gen sorwe@n%pl that@pron he@pron1%nom sparen@v%ppl haven@v%pt_3,u Sx u Su S u Su Sx
Troilus and Criseyde; Book V 205,"He yaf an issue large, and “Deeth!” he cride;",he@pron1%nom yeven@v%pt_3 a@indef_art issue@n large@adj and@conj deth@n he@pron1%nom crien@v%pt_3,u S u Su Sx u S u Sx
Troilus and Criseyde; Book V 206,And in his throwes frenetik and madde,and@conj in@prep his@pron1%gen throu@n2%pl frenetik@adj and@conj mad@adj,u S u Su SuS u Sx
Troilus and Criseyde; Book V 207,"He cursed Jove, Appollo, and eek Cupide",he@pron1%nom cursen@v%pt_3 jove@n#propn appollin@n#propn and@conj ek@adv cupide@n#propn,u Su Sx uSx u S uSx
Troilus and Criseyde; Book V 208,"He cursed Ceres, Bacus, and Cipride",he@pron1%nom cursen@v%pt_3 ceres@n#propn bachus@n#propn and@conj cipride@n#propn,u Su Su Su S uSx
Troilus and Criseyde; Book V 209,"His burthe, himself, his fate, and eek nature",his@pron1%gen birthe@n him-self@pron his@pron1%gen fate@n and@conj ek@adv nature@n,u Sx uS u Sx u S uSx
Troilus and Criseyde; Book V 210,"And, save his lady, every creature.",and@conj sauf@prep his@pron1%gen ladie@n everi@pron_gram_adj creature@n,u Sx u Su Sxu SuSx
Troilus and Criseyde; Book V 211,"To bedde he goth, and weileth there and torneth",to@prep bed@n1 he@pron1%nom gon@v%pr_3 and@conj walwen@v%pr_3 ther@adv and@conj turnen@v%pr_3,u Sx u S u Su Sx u Sx
Troilus and Criseyde; Book V 212,"In furie, as dooth he, Ixion, in helle;",in@prep furie@n as@conj don@v1%pr_3 he@pron1_adj ixion@n#propn in@prep helle@n,u Su S u S uS u Sx
Troilus and Criseyde; Book V 213,And in this wise he neigh til day sojorneth.,and@conj in@prep this@gram_adj wise@n2 he@pron1%nom neigh@adv til@prep dai@n sojournen@v%pr_3,u S u Sx u S u S uSx
Troilus and Criseyde; Book V 214,But tho bigan his herte a lite unswelle,but@conj tho@adv biginnen@v%pt_3 his@pron1%gen herte@n a@indef_art lite@n3 unswellen@v%inf,u S uS u Sx u Sx uSx
Troilus and Criseyde; Book V 215,Thorugh teres which that gonnen up to welle;,thurgh@prep tere@n%pl which@pron that@pron ginnen@v%pt_pl up@adv to@part wellen@v%inf,uS uS u S ux S u Sx
Troilus and Criseyde; Book V 216,And pitously he cride upon Criseyde,and@conj pitousli@adv he@pron1%nom crien@v%pt_3 upon@prep criseyde@n#propn,u SuS u Sx uS uSx
Troilus and Criseyde; Book V 217,"And to himself right thus he spak, and seide:—",and@conj to@prep him-self@pron righte@adv thus@adv he@pron1%nom speken@v%pt_3 and@conj seien@v1%pt_3,u S uS u S u S u Sx
Troilus and Criseyde; Book V 218,“Wher is min owene lady lief and dere,wher@adv&conj ben@v%pr_3 min@pron%gen ouen@adj ladie@n lef@adj and@conj dere@adj1,u S u Sux Su S u Sx
Troilus and Criseyde; Book V 219,"Wher is hir white brest, wher is it, where?",wher@adv&conj ben@v%pr_3 hire@pron1%fem_gen whit@adj brest@n1 wher@adv&conj ben@v%pr_3 hit@pron wher@adv&conj,u S u Su S u S u Sx
Troilus and Criseyde; Book V 220,Wher ben hir armes and hir eyen clere,wher@adv&conj ben@v%pr_pl hire@pron1%fem_gen arm@n%pl and@conj hire@pron1%fem_gen eie@n1%pl cler@adj,u S u Su S u Su Sx
Troilus and Criseyde; Book V 221,That yesternight this time with me were?,that@pron yester-night@n#adv this@gram_adj time@n with@prep me@pron2%obj ben@v%pt_pl,u SuSu S ux S u Sx
Troilus and Criseyde; Book V 222,Now may I wepe allone many a tere,nou@adv mouen@v3%pr_1 ich@pron%nom wepen@v%inf al-one@adj mani@gram_adj a@indef_art tere@n,u S u Sx uSx uS u Sx
Troilus and Criseyde; Book V 223,"And graspe aboute I may, but in this place",and@conj graspen@v%inf abouten@adv ich@pron%nom mouen@v3%pr_1 but@conj in@prep this@gram_adj place@n,u Sx uSx u S u S u Sx
Troilus and Criseyde; Book V 224,"Save a pilowe, I finde nought t’enbrace.",sauf@prep a@indef_art pilwe@n ich@pron%nom finden@v%pr_1 nought@adv to@part embracen@v%inf,ux S uSx u Su S  uSx
Troilus and Criseyde; Book V 225,“How shal I do? Whan shal she com ayein?,hou@adv&conj shulen@v1%pr_1 ich@pron%nom don@v1%inf whan@adv&conj shulen@v1%pr_3 she@pron%nom comen@v%inf ayen@adv,u S u S u S u S uS
Troilus and Criseyde; Book V 226,"I noot, allas! why leet ich hir to go?",ich@pron%nom witen@v1%pr_1_neg alas@interj whi@adv leten@v%pt_1 ich@pron%nom hire@pron2%fem_obj to@part gon@v%inf,u S uS u S u S u S
Troilus and Criseyde; Book V 227,"As wolde God, ich hadde as tho be slein!",as@conj willen@v%pt_3 god@n1#propn ich@pron%nom haven@v%pt_1 as@conj tho@adv ben@v%ppl slen@v%ppl,u Su S u Sx u S u S
Troilus and Criseyde; Book V 228,"O herte min, Criseyde, O swete fo!",o@interj herte@n min@pron%gen criseyde@n#propn o@interj swete@adj fo@n,u Su S uSx u Su S
Troilus and Criseyde; Book V 229,"O lady min, that I love and no mo!",o@interj ladie@n min@pron%gen that@pron ich@pron%nom loven@v1%pr_1 and@conj no@gram_adj mo@n,u Su S u S ux S u S
Troilus and Criseyde; Book V 230,To whom for evermo min herte I dowe;,to@prep whom@pron%obj for@prep ever-mor@adv min@pron%gen herte@n ich@pron%nom douen@v2%pr_1,u S u SuS u Sx u Sx
Troilus and Criseyde; Book V 231,"See how I deie, ye nil me not rescowe!",sen@v1%imp hou@adv&conj ich@pron%nom dien@v%pr_1 ye@pron%pl_nom willen@v%pr_pl_neg me@pron2%obj not@adv rescouen@v%inf,u S u S u S u S uSx
Troilus and Criseyde; Book V 232,"“Who seeth yow now, my righte lodesterre?",who@pron%nom sen@v1%pr_3 you@pron%pl_obj nou@adv min@pron%gen right@adj lode-sterre@n,u S u S u Su SuSx
Troilus and Criseyde; Book V 233,Who sit right now or stant in your presence?,who@pron%nom sitten@v%pr_3 righte@adv nou@adv or@conj stonden@v1%pr_3 in@prep your@pron%pl_gen presence@n,u S u S u S u S uSx
Troilus and Criseyde; Book V 234,Who can conforten now your hertes werre?,who@pron%nom connen@v%pr_3 comforten@v%inf nou@adv your@pron%pl_gen herte@n%gen werre@n1,u S uSu S u Su Sx
Troilus and Criseyde; Book V 235,"Now I am gon, whom yeve ye audience?",nou@adv ich@pron%nom ben@v%pr_1 gon@v%ppl whom@pron%obj yeven@v%pr_pl ye@pron%pl_nom audience@n,u S u S u Sx u SuSx
Troilus and Criseyde; Book V 236,Who speketh for me right now in min absence?,who@pron%nom speken@v%pr_3 for@prep me@pron2%obj righte@adv nou@adv in@prep min@pron%gen absence@n,u Su S x u S u S uSx
Troilus and Criseyde; Book V 237,"Allas, no wight; and that is al my care;",alas@interj no@gram_adj wight@n and@conj that@pron ben@v%pr_3 al@gram_adj min@pron%gen care@n1,uS u S u S u S u Sx
Troilus and Criseyde; Book V 238,"For wel wot I, as ivel as I ye fare.",for@conj wel@adv witen@v1%pr_1 ich@pron%nom as@conj ivele@adv as@conj ich@pron%nom ye@pron%pl_nom faren@v%pr_pl,u S u x S uS u S u Sx
Troilus and Criseyde; Book V 239,“How shulde I thus ten dayes ful endure,hou@adv&conj shulen@v1%pt_1 ich@pron%nom thus@adv ten@num_adj dai@n%pl ful@adv enduren@v%inf,u Sx u S u Su S uSx
Troilus and Criseyde; Book V 240,Whan I the firste night have al this tene?,whan@adv&conj ich@pron%nom the@def_art first@num_adj night@n haven@v%pr_1 al@gram_adj this@gram_adj tene@n2,u S u Sx u Su S u Sx
Troilus and Criseyde; Book V 241,"How shal she doon eek, sorwful creature?",hou@adv&conj shulen@v1%pr_3 she@pron%nom don@v1%inf ek@adv sorweful@adj creature@n,u S u S u Su SuSx
Troilus and Criseyde; Book V 242,"For tenderness, how shal she this sustene",for@prep tendernesse@n hou@adv&conj shulen@v1%pr_3 she@pron%nom this@pron sustenen@v%inf,u SuS u S u S uSx
Troilus and Criseyde; Book V 243,"Swich wo for me? O pitous, pale, and grene",swich@gram_adj wo@n for@prep me@pron2%obj o@interj pitous@adj pale@adj and@conj grene@adj,u S u S u Su Sx u Sx
