LINE_NUMBER,OG_OXFORD_TEXT,OXFORD_TAGGING,OXFORD_SCANSION
Troilus and Criseyde; Book III 137,"Under your yerde, egal to min offence",under@prep your@pron%pl_gen yerde@n egal@adj to@prep min@pron%gen offense@n,ux S uSx uS u S uSx
Troilus and Criseyde; Book III 138,"As deeth, if that I breke your defence;",as@conj deth@n if@conj that@part ich@pron%nom breken@v%pr_1 your@pron%pl_gen defense@n,u S u S u Su S uSx
Troilus and Criseyde; Book III 139,And that ye deigne me so muche honoure,and@conj that@conj ye@pron%pl_nom deinen@v1%pr_pl me@pron2%obj so@adv muche@adj honour@n,u S u Su S u Sx uSx
Troilus and Criseyde; Book III 140,Me to comaunden ought in any houre.,me@pron2%obj to@part commaunden@v%inf ought@pron in@prep ani@gram_adj houre@n,u S uSu S u Su Sx
Troilus and Criseyde; Book III 141,And I to ben your verray humble trewe,and@conj ich@pron%nom to@part ben@v%inf your@pron%pl_gen --@dash verrei@adj humble@adj treu@adj,u S u S u Su Su Sx
Troilus and Criseyde; Book III 142,"Secret, and in my paines pacient",secret@adj and@conj in@prep min@pron%gen peine@n%pl paciente@adj,uS u S u Su SuS
Troilus and Criseyde; Book III 143,And evermo desire freshly newe,and@conj ever-mor@adv desiren@v%inf freshli@adv neue@adv,u SuS uSu Su Sx
Troilus and Criseyde; Book III 144,"To serve, and been ylike ay diligent",to@part serven@v1%inf and@conj ben@v%inf iliche@adv ai@adv diligent@adj,u Sx u S uSx u SuS
Troilus and Criseyde; Book III 145,"And, with good herte, al holly your talent",and@conj with@prep god@adj herte@n al@adv holli@adv your@pron%pl_gen talent@n,u S u Sx u Su S uS
Troilus and Criseyde; Book III 146,"Receiven wel, how sore that me smerte",receiven@v%inf wel@adv hou@adv&conj sore@adv that@conj me@pron2%obj smerten@v%pr_3,uSu S u Su S u Sx
Troilus and Criseyde; Book III 147,"Lo, this mene I, min owene swete herte.”",lo@interj this@gram_adj menen@v1%pr_1 ich@pron%nom min@pron%gen ouen@adj swete@adj herte@n,u S ux S u Sux Su Sx
Troilus and Criseyde; Book III 148,"Quod Pandarus, “Lo, here an hard request",quethen@v%pt_3 pandare@n#propn lo@interj her@adv a@indef_art hard@adj requeste@n,u SuS u Sx u S uS
Troilus and Criseyde; Book III 149,"And resonable, a lady for to werne!",and@conj resonable@adj2 a@indef_art ladie@n for@prep#adv to@part wernen@v%inf,u SuSx u Su S u Sx
Troilus and Criseyde; Book III 150,"Now, nece min, by natal Joves fest",nou@adv nece@n min@pron%gen bi@prep natal@adj jove@n#propn%gen feste@n,u Su S u Su Su S
Troilus and Criseyde; Book III 151,"Were I a god, ye sholde sterve as yerne",ben@v%pt_3 ich@pron%nom a@indef_art god@n1 ye@pron%pl_nom shulen@v1%pt_pl sterven@v%inf as@conj yerne@adv,ux S u S u Sx ux S uSx
Troilus and Criseyde; Book III 152,"That heren wel, this man wol nothing yerne",that@pron heren@v%pr_pl wel@adv this@gram_adj man@n willen@v%pr_3 no-thing@pron yernen@v%inf,u Sx u S u S uS uSx
Troilus and Criseyde; Book III 153,"But your honour, and seen him almost sterve",but@conj your@pron%pl_gen honour@n and@conj sen@v1%inf him@pron%obj al-most@adv sterven@v%inf,u S uS u S u Su Sx
Troilus and Criseyde; Book III 154,And been so looth to suffren him yow serve.”,and@conj ben@v%inf so@adv loth@adj to@part sufferen@v%inf him@pron%obj you@pron%pl_obj serven@v1%inf,u S u S u Su S u Sx
Troilus and Criseyde; Book III 155,With that she gan hir eyen on him caste,with@prep that@pron she@pron%nom ginnen@v%pt_3 hire@pron1%fem_gen eie@n1%pl on@prep him@pron%obj casten@v%pt_3,u S u S u Su S u Sx
Troilus and Criseyde; Book III 156,"Ful esily, and ful debonairly",ful@adv esili@adv and@conj ful@adv debonaireli@adv,u SuS u S uSuS
Troilus and Criseyde; Book III 157,"Avising hir, and hyed not to faste",avisen@v%prp_abs hire@pron2%fem_obj and@conj hien@v%pt_3 not@adv to@adv2 faste@adv,uSu S u Su S u Sx
Troilus and Criseyde; Book III 158,"With never a word, but seide him softely",with@prep never@adv a@indef_art word@n but@conj seien@v1%pt_3 him@pron%obj softli@adv,u S u S u Sx u SuS
Troilus and Criseyde; Book III 159,"“Min honour sauf, I wol wel trewely",min@pron%gen honour@n sauf@adj#prep ich@pron%nom willen@v%pr_1 wel@adv treuli@adv,u Su S u S u SuS
Troilus and Criseyde; Book III 160,And in swich forme as he can now devise,and@conj in@prep swich@gram_adj forme@n as@conj he@pron1%nom connen@v%pr_3 nou@adv devisen@v%inf,u S u Sx u S u S uSx
Troilus and Criseyde; Book III 161,Receiven him fully to my servise,receiven@v%inf him@pron%obj fulli@adv to@prep min@pron%gen servise@n,uSu S uS u S uSx
Troilus and Criseyde; Book III 162,"“Biseching him, for Goddes love, that he",bisechen@v%prp_abs him@pron%obj for@prep god@n1#propn%gen love@n1 that@conj he@pron1%nom,uSu S u Su Sx u S
Troilus and Criseyde; Book III 163,"Wolde, in honour of trouthe and gentilesse",willen@v%pt_3 in@prep honour@n of@prep treuth@n and@conj gentilesse@n,ux S uS u Sx u SuSx
Troilus and Criseyde; Book III 164,"As I wel mene, eek mene wel to me",as@conj ich@pron%nom wel@adv menen@v1%pr_1 ek@adv menen@v1%inf wel@adv to@prep me@pron2%obj,u S u Sx u Su S u S
Troilus and Criseyde; Book III 165,"And min honour, with wit and besinesse",and@conj min@pron%gen honour@n with@prep wit@n and@conj bisinesse@n,u S uS u S u SuSx
Troilus and Criseyde; Book III 166,Ay kepe; and if I may don him gladnesse,ai@adv kepen@v%inf and@conj if@conj ich@pron%nom mouen@v3%pr_1 don@v1%inf him@pron%obj gladnesse@n,u Sx u S u S u S uSx
Troilus and Criseyde; Book III 167,"From hennesforth, ywis, I nil not feine:",from@prep hennes-forth@adv iwis@adv ich@pron%nom willen@v%pr_1_neg not@adv feinen@v%inf,u SuS uS u S u Sx
Troilus and Criseyde; Book III 168,"Now beeth al hool, no lenger ye ne pleine.",nou@adv ben@v%imp al@adv hole@adj2 no@adv lengere@adv%comp ye@pron%pl_nom ne@adv pleinen@v%pr_pl,u S u S u Su S u Sx
Troilus and Criseyde; Book III 169,"“But nathelees, this warne I yow,” quod she",but@conj no-the-lesse@adv this@pron warnen@v1%pr_1 ich@pron%nom you@pron%pl_obj quethen@v%pt_3 she@pron%nom,u SuS u Sx u S u S
Troilus and Criseyde; Book III 170,"“A kinges sone although ye be, ywis",a@indef_art king@n%gen sone@n al-thogh@conj ye@pron%pl_nom ben@v%pr_pl iwis@adv,u Su Sx uS u S uS
Troilus and Criseyde; Book III 171,Ye shul namore han soverainetee,ye@pron%pl_nom shulen@v1%pr_pl no_more@adv%comp haven@v%inf soverainte@n,u S uSx u SuSuS
Troilus and Criseyde; Book III 172,"Of me in love, than right in that cas is;",of@prep me@pron2%obj in@prep love@n1 than@conj righte@adv in@prep that@art&gram_adj cas@n ben@v%pr_3,u S u Sx u S u S u S
Troilus and Criseyde; Book III 173,"Ny nil forbere, if that ye doon amis",ne@conj1 willen@v%pr_1_neg forberen@v%inf if@conj that@part ich@pron%nom don@v1%pr_pl amis@adv,u S uSx u S u S uS
Troilus and Criseyde; Book III 174,To wrathen yow; and whil that ye me serve,to@part wratthen@v%inf you@pron%pl_obj and@conj whil@conj that@part ye@pron%pl_nom me@pron2%obj serven@v1%pr_pl,u Su S u S u S u Sx
Troilus and Criseyde; Book III 175,Chericen yow right after ye deserve.,cherishen@v%inf you@pron%pl_obj righte@adv after@conj ye@pron%pl_nom deserven@v%pr_pl,uSu S u Su S uSx
Troilus and Criseyde; Book III 176,"“And shortly, derë herte and al my knight",and@conj shortli@adv dere@adj1 herte@n and@conj al@gram_adj min@pron%gen knight@n,S uS u Sx u S u S
Troilus and Criseyde; Book III 177,"Beth glad, and draweth yow to lustinesse",ben@v%imp glad@adj and@conj drauen@v%imp you@pron%pl_obj to@prep lustinesse@n,u S u Su S u SuSx
Troilus and Criseyde; Book III 178,"And I shal trewely, with al my might",and@conj ich@pron%nom shulen@v1%pr_1 treuli@adv with@prep al@gram_adj min@pron%gen might@n,u S u SuS u S u S
Troilus and Criseyde; Book III 179,Your bittre tornen al into swetnesse;,your@pron%pl_gen bitter@adjas_n turnen@v%inf al@adv in-to@prep swetenesse@n,u Su Su S uS uSx
Troilus and Criseyde; Book III 180,If I be she that may yow do gladnesse,if@conj ich@pron%nom ben@v%pr_1 she@pron%nom that@pron mouen@v3%pr_3 you@pron%pl_obj don@v1%inf gladnesse@n,u S u S u S u S uSx
Troilus and Criseyde; Book III 181,For every wo ye shal recovere a blisse”;,for@conj everi@pron_gram_adj wo@n ye@pron%pl_nom shulen@v1%pr_pl recoveren@v2%inf a@indef_art blisse@n --@dash,u Sxu S u S uSxx u Sx
Troilus and Criseyde; Book III 182,"And him in armes took, and gan him kisse.",and@conj him@pron%obj in@prep arm@n%pl taken@v%pt_3 and@conj ginnen@v%pt_3 him@pron%obj kissen@v%inf,u S u Su S u S u Sx
Troilus and Criseyde; Book III 183,"Fil Pandarus on knees, and up his yën",fallen@v%pt_3 pandare@n#propn on@prep kne@n%pl and@conj up@adv his@pron1%gen eie@n1%pl,u SuS u S u S u S
Troilus and Criseyde; Book III 184,"To heven threw, and held his hondes hie",to@prep heven@n throuen@v1%pt_3 and@conj holden@v1%pt_3 his@pron1%gen honde@n%pl heighe@adv,u Su S u S u Su S
Troilus and Criseyde; Book III 185,"“Immortal god!” quod he, “that mayst nought dyen",immortal@adj god@n1 quethen@v%pt_3 he@pron1%nom that@pron mouen@v3%pr_2 nought@adv dien@v%inf,uSu S u S u S u Su
Troilus and Criseyde; Book III 186,"Cupide I mene, of this mayst glorifie;",cupide@n#propn ich@pron%nom menen@v1%pr_1 of@prep this@pron mouen@v3%pr_2 glorifien@v%inf,uSx u Sx u S u SuS
Troilus and Criseyde; Book III 187,"And Venus, thou mayst make melodie;",and@conj venus@n#propn thou@pron%nom mouen@v3%pr_2 maken@v1%inf melodie@n,u Su S u Su SuS
Troilus and Criseyde; Book III 188,"Withouten hond, me semeth that in towne",withouten@prep honde@n me@pron2%obj semen@v2%pr_3 that@conj in@prep toun@n,uSu S u Su S u Sx
Troilus and Criseyde; Book III 189,"For this merveile, I here ech belle sowne.",for@prep this@gram_adj merveille@n ich@pron%nom heren@v%pr_1 ech@pron_gram_adj belle@n1 sounen@v%inf,u S uSx u Sx u Su Sx
Troilus and Criseyde; Book III 190,“But ho! no more as now of this matere,but@conj ho@interj no@gram_adj more@n3 as@conj nou@adv of@prep this@gram_adj matere@n,u S u Sx u S u S uSx
Troilus and Criseyde; Book III 191,Forwhy this folk wol comen up anoon,for-whi@conj this@gram_adj folk@n willen@v%pr_pl comen@v%inf up@adv an-on@adv,uS u S u Su S uS
Troilus and Criseyde; Book III 192,"That han the lettre red; lo, I hem here.",that@pron haven@v%pr_pl the@def_art lettre@n reden@v1%ppl lo@interj ich@pron%nom hem@pron%pl_obj heren@v%pr_1,u S u Su S u S u Sx
Troilus and Criseyde; Book III 193,"But I conjure thee, Criseyde, and oon",but@conj ich@pron%nom conjuren@v%pr_1 the@pron2%obj criseyde@n#propn and@conj on@num_adj,u S uSu S uSx u S
Troilus and Criseyde; Book III 194,"And two, thou Troilus, whan thou mayst goon",and@conj two@num_adj thou@pron%nom troilus@n#propn whan@adv&conj thou@pron%nom mouen@v3%pr_2 gon@v%inf,u S u SuS u S u S
Troilus and Criseyde; Book III 195,That at min hous ye been at my warninge,that@conj at@prep min@pron%gen hous@n ye@pron%pl_nom ben@v%pr_pl at@prep min@pron%gen warninge@ger1,u S u S u S u S uSx
Troilus and Criseyde; Book III 196,For I ful wel shal shape your cominge;,for@conj ich@pron%nom ful@adv wel@adv shulen@v1%pr_1 shapen@v%inf your@pron%pl_gen cominge@ger,u S u S u Su S uSx
Troilus and Criseyde; Book III 197,“And eseth ther youre hertes right ynough;,and@conj esen@v%imp ther@adv your@pron%pl_gen herte@n%pl righte@adv inough@adv,u Su S ux Su S uS
Troilus and Criseyde; Book III 198,And lat see which of yow shal bere the belle,and@conj leten@v%imp sen@v1%inf which@pron of@prep you@pron%pl_obj shulen@v1%pr_3 beren@v1%inf the@def_art belle@n1,u S u S u S u Sx u Sx
Troilus and Criseyde; Book III 199,To speke of love aright!” therwith he lough,to@part speken@v%inf of@prep love@n1 a-right@adv --@dash ther-with@adv he@pron1%nom laughen@v%pt_3 --@dash,u Sx u Sx uS uS u S
Troilus and Criseyde; Book III 200,“For ther have ye a laiser for to telle.”,for@conj ther@adv haven@v%pr_pl ye@pron%pl_nom a@indef_art leiser@n for@prep#adv to@part tellen@v%inf,u S ux S u Su S u Sx
Troilus and Criseyde; Book III 201,"Quod Troilus, “How longe shal I dwelle",quethen@v%pt_3 troilus@n#propn hou@adv&conj longe@adv shulen@v1%pr_1 ich@pron%nom dwellen@v%inf,u SuS u Su S u Sx
Troilus and Criseyde; Book III 202,"Er this be doon?” Quod he, “Whan thou mayst rise",er@conj1 this@pron ben@v%pr_3 don@v1%ppl quethen@v%pt_3 he@pron1%nom whan@adv&conj thou@pron%nom mouen@v3%pr_2 risen@v%inf,u S u S u S u S u Sx
Troilus and Criseyde; Book III 203,This thing shal be right as I yow devise.”,this@gram_adj thing@n shulen@v1%pr_3 ben@v%inf righte@adv as@conj ich@pron%nom you@pron%pl_obj devisen@v%pr_1,u S u S u S u S uSx
Troilus and Criseyde; Book III 204,With that Eleine and also Deiphebus,with@prep that@pron eleine@n1#propn and@conj also@adv deiphebus@n#propn,u S uSx u Su SuS
Troilus and Criseyde; Book III 205,"Tho comen upward, right at the steires ende;",tho@adv comen@v%pt_pl upward@adv righte@adv at@prep the@def_art steire@n%gen ende@n1,u Su Su S u S ux Sx
Troilus and Criseyde; Book III 206,"And Lord, so than gan gronen Troilus",and@conj lord@n so@adv thanne@adv ginnen@v%pt_3 gronen@v%inf troilus@n#propn,u S u S u Su SuS
Troilus and Criseyde; Book III 207,His brother and his suster for to blende.,his@pron1%gen brother@n and@conj his@pron1%gen suster@n for@prep#adv to@part blenden@v1%inf,u Su S u Su S u Sx
Troilus and Criseyde; Book III 208,"Quod Pandarus, “It time is that we wende;",quethen@v%pt_3 pandare@n#propn hit@pron time@n ben@v%pr_3 that@pron we@pron%pl_nom wenden@v%pr_pl,u SuS u Sx u S u Sx
Troilus and Criseyde; Book III 209,"Tak, nece min, your leve at alle three",taken@v%imp nece@n min@pron%gen your@pron%pl_gen leve@n2 at@prep al@gram_adj thre@num_n,u Su S u Sx u Su S
Troilus and Criseyde; Book III 210,"And lat hem speke, and cometh forth with me.”",and@conj leten@v%imp hem@pron%pl_obj speken@v%inf and@conj comen@v%imp forth@adv with@prep me@pron2%obj,u S u Sx u Su S u S
Troilus and Criseyde; Book III 211,She took hir leve at hem ful thriftily,she@pron%nom taken@v%pt_3 hire@pron1%fem_gen leve@n2 at@prep hem@pron%pl_obj ful@adv thriftili@adv,u S u Sx u S u SuS
Troilus and Criseyde; Book III 212,"As she wel coude, and they hir reverence",as@conj she@pron%nom wel@adv connen@v%pt_3 and@conj thei@pron%pl_nom hire@pron2%fem_obj reverence@n,u S u Sx u S u SuSx
Troilus and Criseyde; Book III 213,Unto the fulle diden hardely,unto@prep the@def_art fulle@n1 don@v1%pt_pl hardili@adv,uS u Su Su SuS
Troilus and Criseyde; Book III 214,"And speken wonder wel, in hir absence",and@conj speken@v%pr_pl wonder@adv wel@adv in@prep hire@pron1%fem_gen absence@n,u Su Su S u S uSx
Troilus and Criseyde; Book III 215,"Of hir, in preising of hir excellence",of@prep hire@pron2%fem_obj in@prep preisinge@ger of@prep hire@pron1%fem_gen excellence@n --@dash,u S u Su S u SuSx
Troilus and Criseyde; Book III 216,"Hir governaunce, hir wit; and hir manere",hire@pron1%fem_gen governaunce@n hire@pron1%fem_gen wit@n and@conj hire@pron1%fem_gen manere@n,u SuSx u S u S uSx
Troilus and Criseyde; Book III 217,"Commendeden, it joye was to here.",commenden@v%pt_pl hit@pron joie@n ben@v%pt_3 to@part heren@v%inf,uSuS u Su S u Sx
Troilus and Criseyde; Book III 218,Now lat hir wende unto hir owne place,nou@adv leten@v%imp hire@pron2%fem_obj wenden@v%inf unto@prep hire@pron1%fem_gen ouen@adj place@n,u S u Sx uS u Su Sx
Troilus and Criseyde; Book III 219,And torne we to Troilus ayein,and@conj turnen@v%pr_pl we@pron%pl_nom to@prep troilus@n#propn ayen@adv,u Su S u SuS uS
Troilus and Criseyde; Book III 220,That gan ful lightly of the lettre pace,that@pron ginnen@v%pt_3 ful@adv lightli@adv of@prep the@def_art lettre@n passen@v%inf,u S u Su S u Su Sx
Troilus and Criseyde; Book III 221,That Deiphebus hadde in the gardin seyn.,that@pron deiphebus@n#propn haven@v%pt_3 in@prep the@def_art gardin@n sen@v1%ppl,u SuS ux S u Su S
Troilus and Criseyde; Book III 222,And of Eleine and him he wolde fain,and@conj of@prep eleine@n1#propn and@conj him@pron%obj he@pron1%nom willen@v%pt_3 fain@adv,u S uSx u S u Su S
Troilus and Criseyde; Book III 223,"Delivered been, and seide, that him leste",deliveren@v%ppl ben@v%inf and@conj seien@v1%pt_3 that@conj him@pron%obj listen@v1%pt_3,uSuS u S ux S u Sx
Troilus and Criseyde; Book III 224,"To slepe, and after tales have reste.",to@part slepen@v%inf and@conj after@prep tale@n%pl haven@v%inf reste@n1,u Sx u Su Su Su Sx
Troilus and Criseyde; Book III 225,"Eleine him kiste, and took hir leve blive",eleine@n1#propn him@pron%obj kissen@v%pt_3 and@conj taken@v%pt_3 hire@pron1%fem_gen leve@n2 blive@adv,uSx u Sx u S u Su Sx
Troilus and Criseyde; Book III 226,"Deiphebus eek, and hoom wente every wight;",deiphebus@n#propn ek@adv and@conj hom@adv wenden@v%pt_3 everi@pron_gram_adj wight@n,uSu S u S ux Sxu S
Troilus and Criseyde; Book III 227,"And Pandarus, as faste as he may drive",and@conj pandare@n#propn as@conj faste@adv as@conj he@pron1%nom mouen@v3%pr_3 driven@v%inf,u SuS u Sx u S u Sx
Troilus and Criseyde; Book III 228,"To Troilus tho com, as line right;",to@prep troilus@n#propn tho@adv comen@v%pt_3 as@conj line@n1 righte@adv,u SuS u S u Su S
Troilus and Criseyde; Book III 229,"And on a paillet, al that glade night",and@conj on@prep a@indef_art paillet@n al@gram_adj that@art&gram_adj glad@adj night@n,u S u Su S u Su S
Troilus and Criseyde; Book III 230,"By Troilus he lay, with mery chere",bi@prep troilus@n#propn he@pron1%nom lien@v1%pt_3 with@prep mirie@adj chere@n1,u SuS u S u Su Sx
Troilus and Criseyde; Book III 231,To tale; and wel was hem they were yfere.,to@part talen@v%inf and@conj wel@adj ben@v%pt_3 hem@pron%pl_obj thei@pron%pl_nom ben@v%pt_3 ifere@adv,u Sx u S u S u Sx uSx
Troilus and Criseyde; Book III 232,Whan every wight was voided but they two,whan@adv&conj everi@pron_gram_adj wight@n ben@v%pt_3 voiden@v%ppl but@conj thei@pron%pl_nom two@num_adj,u SuS u S ux S u S
Troilus and Criseyde; Book III 233,And al the dores were faste yshette,and@conj al@gram_adj the@def_art dore@n1%pl ben@v%pt_pl faste@adv shitten@v%ppl,u S u Su Su Sx uSx
Troilus and Criseyde; Book III 234,"To telle in short, withoute wordes mo",to@part tellen@v%inf in@prep short@n withouten@prep word@n%pl mo@adj%comp,u Sx u S uSu Su S
Troilus and Criseyde; Book III 235,"This Pandarus, withouten any lette",this@gram_adj pandare@n#propn withouten@prep ani@gram_adj lette@n,u SuS uSu Su Sx
Troilus and Criseyde; Book III 236,"Up roos, and on his beddes side him sette",up@adv risen@v%pt_3 and@conj on@prep his@pron1%gen bed@n1%gen side@n him@pron%obj setten@v%pt_3,u S u S u Su Sx u Sx
Troilus and Criseyde; Book III 237,And gan to speken in a sobre wise,and@conj ginnen@v%pt_3 to@part speken@v%inf in@prep a@indef_art sobre@adj wise@n2,u S u Su S u Su Sx
Troilus and Criseyde; Book III 238,"To Troilus, as I shal yow devise.",to@prep troilus@n#propn as@conj ich@pron%nom shulen@v1%pr_1 you@pron%pl_obj devisen@v%inf,u SuS u S u S uSx
Troilus and Criseyde; Book III 239,"“Min alderlevest Lord, and brother dere",min@pron%gen alderlevest@adj%sup lord@n and@conj brother@n dere@adj1,u SuSu S u Su Sx
Troilus and Criseyde; Book III 240,"God woot, and thou, that it sat me so sore",god@n1#propn witen@v1%pr_3 and@conj thou@pron%nom that@conj hit@pron sitten@v%pt_3 me@pron2%obj so@adv sore@adv,u S u S u S u S u Sx
Troilus and Criseyde; Book III 241,When I thee saw so languisshing to yere,whan@adv&conj ich@pron%nom the@pron2%obj sen@v1%pt_1 so@adv languishen@v%prp_abs to@prep yer@n,       
Troilus and Criseyde; Book III 242,"For love, of which thy wo wex alwey more;",for@prep love@n1 of@prep which@pron thin@pron%gen wo@n waxen@v1%pr_3 al-wei@adv more@adj%comp,u Sx u S u S u Su Sx
Troilus and Criseyde; Book III 243,"That I, with al my might and al my lore",that@conj ich@pron%nom with@prep al@gram_adj min@pron%gen might@n and@conj al@gram_adj min@pron%gen lore@n2,u S u S u S u S u Sx
Troilus and Criseyde; Book III 244,Have evere sithen doon my bisinesse,haven@v%pr_1 ever@adv sitthen@adv don@v1%ppl min@pron%gen bisinesse@n,ux Sux Su S u SuSx
