TYPE,headword,word,tag,oxford_count,riverside_count,oxford_files,riverside_files,oxford_contexts,riverside_contexts
RIVERSIDE,beden,beede,v%inf,0,3,,data/riverside_cats/TC4_riv.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/ABC_riv.cat,,The Canon's Yeoman's Tale 1065: Loo how this theef koude his service beede | ABC 110: Of hevene and erthe oure bille up for to beede | Troilus and Criseyde; Book IV 1105: A man may al bytyme his nekke beede
RIVERSIDE,beden,beede,v%pr_pl,0,1,,data/riverside_cats/ClT_riv.cat,,The Clerk's Tale 360: Am I to thilke honour that ye me beede
BOTH,bekken,bekke,v%imp,1,1,data/oxford_txts/MancT_oxford.txt,data/riverside_cats/MancT_riv.cat,"The Manciple's Tale 346: My son, spek nat, but with thin heed thou bekke.°",The Manciple's Tale 346: My sone spek nat but with thyn heed thou bekke
BOTH,ben,a,v%pr_pl,1,1,data/oxford_txts/MerT_oxford.txt,data/riverside_cats/MerT_riv.cat,"The Merchant's Tale 1555: Aviseth yow,° ye been a man of age",The Merchant's Tale 1555: Avyseth yow ye been a man of age
BOTH,ben,am,v%pr_1,129,134,data/oxford_txts/ABC_oxford.txt; oxford_txts/GP.txt; data/oxford_txts/SumT_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/CYT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/Anelida_oxford.txt; data/oxford_txts/MilT_oxford.txt; data/oxford_txts/BD_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/WBT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/MerT_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/ParsPro_oxford.txt; data/oxford_txts/MancT_oxford.txt; data/oxford_txts/MLT_oxford.txt; data/oxford_txts/LGW_FPro_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/SqT_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/FriT_oxford.txt; data/oxford_txts/MkT_oxford.txt,data/riverside_cats/ABC_riv.cat; data/riverside_cats/MancT_riv.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/WBT_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/ParsPro_riverside_reordered.cat; data/riverside_cats/LGW_FPro_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/Anelida_riv.cat; data/riverside_cats/FriT_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/BD_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/SqT_riv.cat; riverside_cats/01-1-ch.cat; data/riverside_cats/MilT_riv.cat; data/riverside_cats/ShipT_riv.cat,"The Shipman's Tale 349: Daun John answerde, “Certes, I am fain° | The Shipman's Tale 416: I am your wif; score it upon my taille,° | The Wife of Bath's Tale 1042: Doth as yow list,° I am here at your wille.”",The Shipman's Tale 181: An hundred frankes or ellis I am lorn | The Shipman's Tale 349: Daun John answerde Certes I am fayn | The Shipman's Tale 416: I am youre wyf score it upon my taille
BOTH,ben,ar,v%pr_pl,3,2,data/oxford_txts/RvT_oxford.txt; data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/LGW_oxford.txt,data/riverside_cats/RvT_riv.cat; data/riverside_cats/ShipT_riv.cat,The Shipman's Tale 350: That ye in hele° ar comen hoom again. | 100-ch 916: And thus ar Tisbe and Piramus ago.° | The Reeve's Tale 4045: I is as ille a miller as ar ye.”°,The Shipman's Tale 350: That ye in heele ar comen hom agayn | The Reeve's Tale 4045: I is as ille a millere as ar ye
BOTH,ben,arn,v%pr_pl,5,5,data/oxford_txts/TC4_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/TC5_oxford.txt,data/riverside_cats/TC5_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/TC4_riv.cat,"Troilus and Criseyde; Book IV 972: O, welaway! so sleie arn clerkes olde | The Clerk's Tale 342: Thise arn the wordes that the markis sayde | House of Fame 1008: How alle these arn set in hevene;",Troilus and Criseyde; Book IV 972: O welaway So sleighe arn clerkes olde | The Clerk's Tale 342: Thise arn the wordes that the markys sayde | House of Fame 1008: How alle these arn set in hevene
BOTH,ben,be,v%imp,46,48,data/oxford_txts/PardT_oxford.txt; data/oxford_txts/SumT_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/PF_oxford.txt; data/oxford_txts/Anelida_oxford.txt; data/oxford_txts/MilT_oxford.txt; data/oxford_txts/BD_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/WBT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/PrT_oxford.txt; data/oxford_txts/NPPro_oxford.txt; data/oxford_txts/MerT_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/MancT_oxford.txt; data/oxford_txts/MLT_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/FriT_oxford.txt; data/oxford_txts/MkT_oxford.txt,data/riverside_cats/MancT_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/WBT_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/PrT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/Anelida_riv.cat; data/riverside_cats/FriT_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/NPPro_riv.cat; data/riverside_cats/PardT_riv.cat; data/riverside_cats/BD_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/MilT_riv.cat; data/riverside_cats/ShipT_riv.cat,"The Shipman's Tale 242: As be to every wight buxom° and meke | The Shipman's Tale 243: And for to kepe our good° be curious,° | The Shipman's Tale 422: As be nat wrooth,° but lat us laughe and pleye.",The Shipman's Tale 242: As be to every wight buxom and meke | The Shipman's Tale 243: And for to kepe oure good be curious | The Shipman's Tale 422: As be nat wrooth but lat us laughe and pleye
BOTH,ben,be,v%imp_2,1,1,data/oxford_txts/TC3_oxford.txt,data/riverside_cats/TC3_riv.cat,"Troilus and Criseyde; Book III 285: And be nought wrooth, though I thee ofte preye",Troilus and Criseyde; Book III 285: And be nought wroth though I the ofte preye
BOTH,ben,be,v%pr_2,23,22,data/oxford_txts/TC5_oxford.txt; data/oxford_txts/MerT_oxford.txt; data/oxford_txts/Anelida_oxford.txt; data/oxford_txts/ABC_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/FriT_oxford.txt; data/oxford_txts/ParsPro_oxford.txt; data/oxford_txts/PF_oxford.txt,data/riverside_cats/FriT_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/ParsPro_riverside_reordered.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/Anelida_riv.cat,"100-ch 2644: Out of my paleis,° or that° thou be deed | Troilus and Criseyde; Book II 9: Thou be my speed fro this forth, and my Muse | Troilus and Criseyde; Book II 532: Thou be my sheld, for thy benignitee.",100-ch 2644: Out of my paleys or that thow be ded | Troilus and Criseyde; Book II 9: Thow be my speed fro this forth and my Muse | Troilus and Criseyde; Book II 532: Thow be my sheld for thi benignite
BOTH,ben,be,v%pr_3,338,343,data/oxford_txts/PardT_oxford.txt; data/oxford_txts/RvT_oxford.txt; data/oxford_txts/ABC_oxford.txt; oxford_txts/GP.txt; data/oxford_txts/SumT_oxford.txt; data/oxford_txts/PhyT_oxford.txt; data/oxford_txts/CYT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/PF_oxford.txt; data/oxford_txts/RvPro_oxford.txt; data/oxford_txts/Anelida_oxford.txt; data/oxford_txts/MilT_oxford.txt; data/oxford_txts/BD_oxford.txt; data/oxford_txts/Thop_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/WBT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/MancPro_oxford.txt; data/oxford_txts/NPPro_oxford.txt; data/oxford_txts/MerT_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/MancT_oxford.txt; data/oxford_txts/MerPro_oxford.txt; data/oxford_txts/SNT_oxford.txt; data/oxford_txts/MLT_oxford.txt; data/oxford_txts/LGW_FPro_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/SqT_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/FriT_oxford.txt; data/oxford_txts/MkT_oxford.txt,data/riverside_cats/ABC_riv.cat; data/riverside_cats/MancT_riv.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/Thop_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/WBT_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/PhyT_riv.cat; data/riverside_cats/LGW_FPro_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/PrT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/Anelida_riv.cat; data/riverside_cats/FriT_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/RvPro_riv.cat; data/riverside_cats/NPPro_riv.cat; data/riverside_cats/MancPro_riv.cat; data/riverside_cats/BD_riv.cat; data/riverside_cats/PardT_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/FriPro_riv.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/SqT_riv.cat; data/riverside_cats/FranT_riv.cat; riverside_cats/01-1-ch.cat; data/riverside_cats/MilT_riv.cat; data/riverside_cats/MerPro_riv.cat; data/riverside_cats/SNT_riv.cat; data/riverside_cats/ShipT_riv.cat,"The Shipman's Tale 147: With min housbonde, al be he° your cosin.” | The Shipman's Tale 345: Thanked be God, al hool° his marchandise. | The Shipman's Tale 384: With yow, my wif, although it be me looth.°",The Shipman's Tale 147: With myn housbonde al be he youre cosyn | The Shipman's Tale 345: Thanked be God al hool his marchandise | The Shipman's Tale 384: With yow my wyf although it be me looth
RIVERSIDE,ben,bee,v%pr_2,0,1,,data/riverside_cats/ABC_riv.cat,,ABC 55: That certes but if thou my socour bee
RIVERSIDE,ben,bee,v%pr_3,0,8,,data/riverside_cats/ABC_riv.cat; data/riverside_cats/MancT_riv.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/SNT_riv.cat,,The Canon's Yeoman's Tale 994: Although that my tale of a chanoun bee | The Canon's Yeoman's Tale 1392: That in good feith I trowe that it bee | The Canon's Yeoman's Tale 1468: That he wol nat that it discovered bee
OXFORD,ben,beth,v%pr_pl,1,0,data/oxford_txts/TC1_oxford.txt,,Troilus and Criseyde; Book I 991: Herafterward; for ye beth bothe wise,
OXFORD,ben,he,v%pr_3,1,0,data/oxford_txts/TC2_oxford.txt,,Troilus and Criseyde; Book II 736: “Ek wot I wel he worthy is to have,
BOTH,ben,is,v%pr_1,3,3,data/oxford_txts/RvT_oxford.txt,data/riverside_cats/RvT_riv.cat,"The Reeve's Tale 4086: I is ful wight,° God waat,° as is a ra;° | The Reeve's Tale 4202: Now may I sein that I is but an ape.° | The Reeve's Tale 4239: I is thin awen clerk, swa have I sel!”°",The Reeve's Tale 4086: I is ful wight God waat as is a raa | The Reeve's Tale 4202: Now may I seyn that I is but an ape | The Reeve's Tale 4239: I is thyn awen clerk swa have I seel
BOTH,ben,namo,v%pt_pl,1,1,oxford_txts/GP.txt,riverside_cats/01-1-ch.cat,546: A Maunciple myself ther were namo,546: A MAUNCIPLE and myself ther were namo
OXFORD,ben,see,v%pr_3,1,0,data/oxford_txts/PF_oxford.txt,,Parliament of Fowls 598: Thou canst noght see what thing is wel beset:°,
BOTH,ben,she,v%pr_3,1,1,data/oxford_txts/SumT_oxford.txt,data/riverside_cats/SumT_riv.cat,The Summoner's Tale 1797: And ther I saugh our dame;° a! where is she?”,The Summoner's Tale 1797: And there I saugh oure dame A Where is she
RIVERSIDE,ben,weere,v%pt_1,0,1,,data/riverside_cats/ClT_riv.cat,,The Clerk's Tale 882: I was youre wyf though I unworthy weere
RIVERSIDE,ben,weere,v%pt_3,0,2,,data/riverside_cats/TC5_riv.cat; data/riverside_cats/ClT_riv.cat,,The Clerk's Tale 168: As she an emperoures doghter weere | Troilus and Criseyde; Book V 1357: To knowen fully if youre wille it weere
OXFORD,ben,wer,v%pt_pl,12,0,data/oxford_txts/Anelida_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/CYT_oxford.txt; data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/MkT_oxford.txt; data/oxford_txts/PF_oxford.txt,,"The Shipman's Tale 35: Wer bothe two yborn in o° village | The Canon's Yeoman's Tale 864: For had we him,° than wer we siker ynow.° | The Wife of Bath's Prologue 118: Trusteth right wel, they wer nat maad for noght.",
BOTH,ben,were,v%pt_1,11,12,data/oxford_txts/ABC_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/PF_oxford.txt,data/riverside_cats/ABC_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/ShipT_riv.cat,"The Shipman's Tale 351: And if that I were riche, as have I blisse | 100-ch 2089: Yit were it better that I were your wif | ABC 23: That I were wurthy my dampnacioun",The Shipman's Tale 351: And if that I were riche as have I blisse | 100-ch 2089: Yit were it betere that I were youre wyf | The Canon's Yeoman's Tale 1374: I sholde be deed ther were noon oother weye
BOTH,ben,were,v%pt_3,207,225,data/oxford_txts/PardT_oxford.txt; data/oxford_txts/RvT_oxford.txt; data/oxford_txts/ABC_oxford.txt; oxford_txts/GP.txt; data/oxford_txts/SumT_oxford.txt; data/oxford_txts/PhyT_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/PF_oxford.txt; data/oxford_txts/MilT_oxford.txt; data/oxford_txts/BD_oxford.txt; data/oxford_txts/Thop_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/WBT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/PrT_oxford.txt; data/oxford_txts/MancPro_oxford.txt; data/oxford_txts/MLPro_oxford.txt; data/oxford_txts/NPPro_oxford.txt; data/oxford_txts/MerT_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/ParsPro_oxford.txt; data/oxford_txts/MancT_oxford.txt; data/oxford_txts/MerPro_oxford.txt; data/oxford_txts/SNT_oxford.txt; data/oxford_txts/MLT_oxford.txt; data/oxford_txts/LGW_FPro_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/SqT_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/FriT_oxford.txt; data/oxford_txts/MkT_oxford.txt,data/riverside_cats/ABC_riv.cat; data/riverside_cats/MancT_riv.cat; data/riverside_cats/RvT_riv.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/Thop_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/WBT_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/ParsPro_riverside_reordered.cat; data/riverside_cats/PhyT_riv.cat; data/riverside_cats/LGW_FPro_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat; data/riverside_cats/MLPro_riv.cat; data/riverside_cats/MerT_riv.cat; data/riverside_cats/PrT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/Anelida_riv.cat; data/riverside_cats/FriT_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/NPPro_riv.cat; data/riverside_cats/MancPro_riv.cat; data/riverside_cats/BD_riv.cat; data/riverside_cats/PardT_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/SqT_riv.cat; riverside_cats/01-1-ch.cat; data/riverside_cats/MilT_riv.cat; data/riverside_cats/MerPro_riv.cat; data/riverside_cats/SNT_riv.cat; data/riverside_cats/ShipT_riv.cat,"The Shipman's Tale 182: Yet were me lever° that I were unborn | The Shipman's Tale 183: Than me were doon a sclaundre° or vileinie; | The Shipman's Tale 274: God help me so, I wolde° it were youres!",The Shipman's Tale 102: But it were for an old appalled wight | The Shipman's Tale 159: Ful lief were me this conseil for to hyde | The Shipman's Tale 182: Yet were me levere that I were unborn
BOTH,ben,wern,v%pt_pl,1,1,data/oxford_txts/BD_oxford.txt,data/riverside_cats/BD_riv.cat,Book of the Duchess 1289: Our hertes wern so evene° a paire,Book of the Duchess 1289: Oure hertes wern so evene a payre
BOTH,benden,bende,v%inf,2,2,data/oxford_txts/TC2_oxford.txt; data/oxford_txts/Anelida_oxford.txt,data/riverside_cats/TC2_riv.cat; data/riverside_cats/Anelida_riv.cat,"Troilus and Criseyde; Book II 1250: Al softely, and thiderward gan bende | Anelida and Arcite 186: Hir daunger° made him bothe bowe and bende",Troilus and Criseyde; Book II 1250: Al softely and thiderward gan bende | Anelida and Arcite 186: Her daunger made him bothe bowe and bende
