headword,word,tag,line_number,filename,context,text_type,source_file
sen,saw,v%pt_pl,100-ch 978,data/oxford_txts/LGW_oxford.txt,"“Saw ye,”° quod she, “as ye han walked wide,°",OXFORD,LGW_gui_complete.csv
haven,han,v%pr_pl,100-ch 978,data/oxford_txts/LGW_oxford.txt,"“Saw ye,”° quod she, “as ye han walked wide,°",OXFORD,LGW_gui_complete.csv
walken,walked,v%ppl,100-ch 978,data/oxford_txts/LGW_oxford.txt,"“Saw ye,”° quod she, “as ye han walked wide,°",OXFORD,LGW_gui_complete.csv
haven,han,v%pr_pl,100-ch 981,data/oxford_txts/LGW_oxford.txt,"That they han hunted to,° in this foreste",OXFORD,LGW_gui_complete.csv
haven,have,v%imp,100-ch 988,data/oxford_txts/LGW_oxford.txt,Have mercy on our labour and our wo.”,OXFORD,LGW_gui_complete.csv
speken,spake,v%pt_3,100-ch 999,data/oxford_txts/LGW_oxford.txt,"His owne moder, that spake° with him thus;",OXFORD,LGW_gui_complete.csv
connen,can,v%pr_1,100-ch 1020,data/oxford_txts/LGW_oxford.txt,I can nat seyn° if that it be possible,OXFORD,LGW_gui_complete.csv
beren,born,v%ppl,100-ch 1027,data/oxford_txts/LGW_oxford.txt,"¶""""Allas! that I was born,” quod Eneas",OXFORD,LGW_gui_complete.csv
haven,han,v%inf,100-ch 1048,data/oxford_txts/LGW_oxford.txt,Which that he wende han loren° in the see,OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_pl,100-ch 1085,data/oxford_txts/LGW_oxford.txt,"She to him spak, and seide as ye may here.°",OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_1,100-ch 1088,data/oxford_txts/LGW_oxford.txt,"That I may goodly° doon yow, ye shul have.",OXFORD,LGW_gui_complete.csv
don,doon,v%inf,100-ch 1088,data/oxford_txts/LGW_oxford.txt,"That I may goodly° doon yow, ye shul have.",OXFORD,LGW_gui_complete.csv
don,doon,v%inf,100-ch 1113,data/oxford_txts/LGW_oxford.txt,"With al his folk, to doon what so° hem leste.°",OXFORD,LGW_gui_complete.csv
shinen,shinede,v%pt_3,100-ch 1119,data/oxford_txts/LGW_oxford.txt,"Ne ruby noon, that shinede° by nighte",OXFORD,LGW_gui_complete.csv
don,doon,v%pr_pl,100-ch 1167,data/oxford_txts/LGW_oxford.txt,"As doon thise loveres, as I have herd said.",OXFORD,LGW_gui_complete.csv
gon,goon,v%inf,100-ch 1213,data/oxford_txts/LGW_oxford.txt,"With “Hey! go bet!° prik thou!° lat goon,° lat goon!",OXFORD,LGW_gui_complete.csv
seien,seyn,v%pr_pl,100-ch 1216,data/oxford_txts/LGW_oxford.txt,"Thus seyn thise yonge folk, and up they kille",OXFORD,LGW_gui_complete.csv
haven,han,v%pr_pl,100-ch 1217,data/oxford_txts/LGW_oxford.txt,"These bestes° wilde, and han hem at hir wille.°",OXFORD,LGW_gui_complete.csv
sweren,sworn,v%ppl,100-ch 1234,data/oxford_txts/LGW_oxford.txt,"And sworn so depe,° to her to be trewe",OXFORD,LGW_gui_complete.csv
haven,han,v%pr_pl,100-ch 1258,data/oxford_txts/LGW_oxford.txt,And han swich olde ensamples yow beforn?°,OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_pl,100-ch 1263,data/oxford_txts/LGW_oxford.txt,"Ye may as wel it seen,° as ye may rede;°",OXFORD,LGW_gui_complete.csv
willen,wold,v%pt_pl,100-ch 1284,data/oxford_txts/LGW_oxford.txt,And lived in joye ynogh;° what wold ye more?°,OXFORD,LGW_gui_complete.csv
willen,wil,v%pr_pl,100-ch 1303,data/oxford_txts/LGW_oxford.txt,"¶""""Is that in ernest,”° quod she; “wil ye so?",OXFORD,LGW_gui_complete.csv
sweren,sworn,v%ppl,100-ch 1304,data/oxford_txts/LGW_oxford.txt,"Have ye nat sworn to wive me to take,°",OXFORD,LGW_gui_complete.csv
willen,wil,v%pr_pl,100-ch 1305,data/oxford_txts/LGW_oxford.txt,Alas! what° womman wil ye of me make?,OXFORD,LGW_gui_complete.csv
willen,wil,v%pr_pl,100-ch 1307,data/oxford_txts/LGW_oxford.txt,Ye wil nat fro your wif thus foule° fleen?,OXFORD,LGW_gui_complete.csv
haven,have,v%imp,100-ch 1316,data/oxford_txts/LGW_oxford.txt,"And seith, “Have mercy! let me with yow ride!",OXFORD,LGW_gui_complete.csv
willen,wil,v%pr_pl,100-ch 1318,data/oxford_txts/LGW_oxford.txt,Wil me destroyen only for your sake.,OXFORD,LGW_gui_complete.csv
willen,wil,v%pr_pl,100-ch 1319,data/oxford_txts/LGW_oxford.txt,"And, so° ye wil me now to wive° take",OXFORD,LGW_gui_complete.csv
haven,han,v%pr_pl,100-ch 1320,data/oxford_txts/LGW_oxford.txt,"As ye han sworn, than wol I yive yow leve°",OXFORD,LGW_gui_complete.csv
sweren,sworn,v%ppl,100-ch 1320,data/oxford_txts/LGW_oxford.txt,"As ye han sworn, than wol I yive yow leve°",OXFORD,LGW_gui_complete.csv
ben,am,v%pr_1,100-ch 1323,data/oxford_txts/LGW_oxford.txt,"I am with childe, and yive° my child his lif.",OXFORD,LGW_gui_complete.csv
yeven,yive,v%imp,100-ch 1323,data/oxford_txts/LGW_oxford.txt,"I am with childe, and yive° my child his lif.",OXFORD,LGW_gui_complete.csv
haven,have,v%imp,100-ch 1324,data/oxford_txts/LGW_oxford.txt,"Mercy, lord! have pite in your thoght!”",OXFORD,LGW_gui_complete.csv
mouen,nat,v%pr_1,100-ch 1344,data/oxford_txts/LGW_oxford.txt,"Compleined had, of which I may nat° write—",OXFORD,LGW_gui_complete.csv
trouen,trow,v%pr_1,100-ch 1358,data/oxford_txts/LGW_oxford.txt,"Nat that I trow° to geten yow again,°",OXFORD,LGW_gui_complete.csv
witen,woot,v%pr_1,100-ch 1359,data/oxford_txts/LGW_oxford.txt,For wel I woot° that it is al in vain,OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_1,100-ch 1362,data/oxford_txts/LGW_oxford.txt,"“I may wel lese° a word on yow, or letter",OXFORD,LGW_gui_complete.csv
shulen,shal,v%pr_1,100-ch 1363,data/oxford_txts/LGW_oxford.txt,Albeit that° I shal be never the better;,OXFORD,LGW_gui_complete.csv
hoten,highte,v%pt_3,100-ch 1397,data/oxford_txts/LGW_oxford.txt,Ther was a king that highte° Pelleus,OXFORD,LGW_gui_complete.csv
imaginen,imagining,v%prp_abs,100-ch 1410,data/oxford_txts/LGW_oxford.txt,Imagining that Jasoun mighte be,OXFORD,LGW_gui_complete.csv
holden,hold,v%ppl,100-ch 1447,data/oxford_txts/LGW_oxford.txt,Than were I hold° to quite° thy labour.,OXFORD,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 1448,data/oxford_txts/LGW_oxford.txt,And al the cost I wol myselven make;°,OXFORD,LGW_gui_complete.csv
don,doon,v%inf,100-ch 1452,data/oxford_txts/LGW_oxford.txt,And undertook to doon this ilke° emprise.°,OXFORD,LGW_gui_complete.csv
don,doon,v%inf,100-ch 1477,data/oxford_txts/LGW_oxford.txt,"To forthren° every wight, and doon plesaunce°",OXFORD,LGW_gui_complete.csv
asken,axing,v%prp_abs,100-ch 1486,data/oxford_txts/LGW_oxford.txt,"And dide° his message, axing hem anoon°",OXFORD,LGW_gui_complete.csv
haven,han,v%pr_pl,100-ch 1510,data/oxford_txts/LGW_oxford.txt,That they han suffred in the salte see;,OXFORD,LGW_gui_complete.csv
willen,wil,v%pr_pl,100-ch 1557,data/oxford_txts/LGW_oxford.txt,"Ye gete no more of me, but° ye wil rede",OXFORD,LGW_gui_complete.csv
don,doon,v%inf,100-ch 1587,data/oxford_txts/LGW_oxford.txt,To doon with gentil wommen his delit°,OXFORD,LGW_gui_complete.csv
don,doon,v%inf,100-ch 1601,data/oxford_txts/LGW_oxford.txt,He made her doon to° Jasoun companye,OXFORD,LGW_gui_complete.csv
haven,han,v%pr_pl,100-ch 1613,data/oxford_txts/LGW_oxford.txt,Ye han yourself yput in moche doute.°,OXFORD,LGW_gui_complete.csv
shulen,shal,v%pr_pl,100-ch 1618,data/oxford_txts/LGW_oxford.txt,"“To forthren° yow, so that ye shal nat die",OXFORD,LGW_gui_complete.csv
don,doon,v%pr_pl,100-ch 1622,data/oxford_txts/LGW_oxford.txt,"Any reward,° and doon° me this honour",OXFORD,LGW_gui_complete.csv
witen,wot,v%pr_1,100-ch 1623,data/oxford_txts/LGW_oxford.txt,I wot wel that my might° ne° my labour,OXFORD,LGW_gui_complete.csv
connen,can,v%pr_1,100-ch 1625,data/oxford_txts/LGW_oxford.txt,"God thanke yow, ther° I ne can° ne may.",OXFORD,LGW_gui_complete.csv
setten,yset,v%pt_pl,100-ch 1637,data/oxford_txts/LGW_oxford.txt,And term° yset° to come sone at night,OXFORD,LGW_gui_complete.csv
seien,seyn,v%inf,100-ch 1680,data/oxford_txts/LGW_oxford.txt,¶Now moot I seyn° the exiling of kinges,OXFORD,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 1692,data/oxford_txts/LGW_oxford.txt,"And in what wise,° I wol but° shortly° trete",OXFORD,LGW_gui_complete.csv
hoten,highte,v%pt_3,100-ch 1705,data/oxford_txts/LGW_oxford.txt,"A knight, that highte° Colatine, up sterte,°",OXFORD,LGW_gui_complete.csv
gon,go,v%pr_pl,100-ch 1710,data/oxford_txts/LGW_oxford.txt,"Go we° tonight to Rome, and we shul see.”",OXFORD,LGW_gui_complete.csv
shulen,shul,v%pr_pl,100-ch 1710,data/oxford_txts/LGW_oxford.txt,"Go we° tonight to Rome, and we shul see.”",OXFORD,LGW_gui_complete.csv
ben,am,v%pr_1,100-ch 1742,data/oxford_txts/LGW_oxford.txt,"And seide, “Dreed thee° noght, for I am here!”",OXFORD,LGW_gui_complete.csv
ben,am,v%pr_1,100-ch 1789,data/oxford_txts/LGW_oxford.txt,"“I am the kinges sone, Tarquinius,’’",OXFORD,LGW_gui_complete.csv
usen,used,v%pt_pl,100-ch 1830,data/oxford_txts/LGW_oxford.txt,In habit° swich as women used tho°,OXFORD,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 1853,data/oxford_txts/LGW_oxford.txt,I wol nat have no forgift° for nothing.’’,OXFORD,LGW_gui_complete.csv
reven,rafte,v%pt_3,100-ch 1855,data/oxford_txts/LGW_oxford.txt,And therwithal° she rafte herself her° lif;,OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_pl,100-ch 1867,data/oxford_txts/LGW_oxford.txt,"Through al the toun, that men may see and here°",OXFORD,LGW_gui_complete.csv
witen,wot,v%pr_1,100-ch 1879,data/oxford_txts/LGW_oxford.txt,"For wel I wot,° that Crist himselve telleth",OXFORD,LGW_gui_complete.csv
loken,loketh,v%pr_pl,100-ch 1883,data/oxford_txts/LGW_oxford.txt,"¶And as of° men, loketh which° tirannie",OXFORD,LGW_gui_complete.csv
haven,han,v%pr_pl,100-ch 1892,data/oxford_txts/LGW_oxford.txt,"Ben wrothe,° and wreche han take° for thy sinne.",OXFORD,LGW_gui_complete.csv
ben,be,v%imp,100-ch 1893,data/oxford_txts/LGW_oxford.txt,Be reed° for shame! now I thy lif beginne.,OXFORD,LGW_gui_complete.csv
slen,slain,v%ppl,100-ch 1898,data/oxford_txts/LGW_oxford.txt,"That he was slain,° lerning philosophie",OXFORD,LGW_gui_complete.csv
lernen,lerning,v%prp_abs,100-ch 1898,data/oxford_txts/LGW_oxford.txt,"That he was slain,° lerning philosophie",OXFORD,LGW_gui_complete.csv
longen,longing,v%prp,100-ch 1963,data/oxford_txts/LGW_oxford.txt,And it was longing° to the doghtren tweine°,OXFORD,LGW_gui_complete.csv
haven,had,v%pt_pl,100-ch 1974,data/oxford_txts/LGW_oxford.txt,And of° his wo they had compassioun;,OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_pl,100-ch 1979,data/oxford_txts/LGW_oxford.txt,"This woful lordes sone may ye nat here,°",OXFORD,LGW_gui_complete.csv
don,doon,v%pr_pl,100-ch 1988,data/oxford_txts/LGW_oxford.txt,Is that we doon° the gailer° prively°,OXFORD,LGW_gui_complete.csv
don,doon,v%inf,100-ch 1990,data/oxford_txts/LGW_oxford.txt,And doon° this woful man with him to come.,OXFORD,LGW_gui_complete.csv
shulen,shul,v%pr_pl,100-ch 2003,data/oxford_txts/LGW_oxford.txt,And we shul make him balles eek also,OXFORD,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 2032,data/oxford_txts/LGW_oxford.txt,"I wol nat twinne,° after this aventure",OXFORD,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 2034,data/oxford_txts/LGW_oxford.txt,"That, as a wrecche unknowe,° I wol yow serve",OXFORD,LGW_gui_complete.csv
vouchen_sauf,vouchesauf,v%pr_pl,100-ch 2038,data/oxford_txts/LGW_oxford.txt,"If that ye vouchesauf° that, in this place",OXFORD,LGW_gui_complete.csv
haven,han,v%inf,100-ch 2039,data/oxford_txts/LGW_oxford.txt,Ye graunte me to han so gret a grace°,OXFORD,LGW_gui_complete.csv
haven,han,v%inf,100-ch 2040,data/oxford_txts/LGW_oxford.txt,That I may han nat but° my mete° and drinke;,OXFORD,LGW_gui_complete.csv
shulen,shal,v%pr_1,100-ch 2045,data/oxford_txts/LGW_oxford.txt,"So slily° and so wel I shal me gie,°",OXFORD,LGW_gui_complete.csv
haven,han,v%inf,100-ch 2048,data/oxford_txts/LGW_oxford.txt,"To han my lif,° and for to han presence°",OXFORD,LGW_gui_complete.csv
haven,han,v%inf,100-ch 2048,data/oxford_txts/LGW_oxford.txt,"To han my lif,° and for to han presence°",OXFORD,LGW_gui_complete.csv
don,doon,v%pr_pl,100-ch 2049,data/oxford_txts/LGW_oxford.txt,"Of yow, that doon to me this excellence.°",OXFORD,LGW_gui_complete.csv
guerdonen,guerdon,v%inf,100-ch 2052,data/oxford_txts/LGW_oxford.txt,"And, him to guerdon,° that° he shal wel be",OXFORD,LGW_gui_complete.csv
seien,seyn,v%inf,100-ch 2054,data/oxford_txts/LGW_oxford.txt,"And yif I dorste° seyn, my lady bright",OXFORD,LGW_gui_complete.csv
shulen,shuld,v%pt_pl,100-ch 2059,data/oxford_txts/LGW_oxford.txt,Than shuld ye seen yif that I therof° lie!,OXFORD,LGW_gui_complete.csv
preien,prey,v%pr_1,100-ch 2063,data/oxford_txts/LGW_oxford.txt,I prey to Mars to yive me swiche a grace°,OXFORD,LGW_gui_complete.csv
vouchen_sauf,vouchesauf,v%pr_pl,100-ch 2071,data/oxford_txts/LGW_oxford.txt,But if° ye vouchesauf° to yive° it me,OXFORD,LGW_gui_complete.csv
connen,can,v%pr_1,100-ch 2073,data/oxford_txts/LGW_oxford.txt,"And mercy, lady! I can nat elles° seye!”",OXFORD,LGW_gui_complete.csv
wepen,wept,v%ppl,100-ch 2077,data/oxford_txts/LGW_oxford.txt,"He wolde have wept, for routhe° of his penaunce;°",OXFORD,LGW_gui_complete.csv
leven,leve,v%imp,100-ch 2083,data/oxford_txts/LGW_oxford.txt,And leve° me never swich a cas° befalle!°,OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_1,100-ch 2086,data/oxford_txts/LGW_oxford.txt,And leve° herafter° that I may yow finde,OXFORD,LGW_gui_complete.csv
leten,let,v%pr_1,100-ch 2093,data/oxford_txts/LGW_oxford.txt,Or that I let yow as a page serve;,OXFORD,LGW_gui_complete.csv
gon,goon,v%inf,100-ch 2097,data/oxford_txts/LGW_oxford.txt,"That she mot goon° with me, if that° I go",OXFORD,LGW_gui_complete.csv
witen,wot,v%pr_1,100-ch 2108,data/oxford_txts/LGW_oxford.txt,For than at erst° I wot° ye wil me leve.°,OXFORD,LGW_gui_complete.csv
willen,wil,v%pr_pl,100-ch 2108,data/oxford_txts/LGW_oxford.txt,For than at erst° I wot° ye wil me leve.°,OXFORD,LGW_gui_complete.csv
shulen,shuld,v%pt_pl,100-ch 2113,data/oxford_txts/LGW_oxford.txt,Til that° ye shuld the verray° preve° see.,OXFORD,LGW_gui_complete.csv
shulen,shal,v%pr_1,100-ch 2114,data/oxford_txts/LGW_oxford.txt,"For now, if that the sooth° I shal yow say",OXFORD,LGW_gui_complete.csv
haven,han,v%pr_pl,100-ch 2169,data/oxford_txts/LGW_oxford.txt,His mariners han doon right as° him leste.°,OXFORD,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 2181,data/oxford_txts/LGW_oxford.txt,But I wol turne again to Adriane,OXFORD,LGW_gui_complete.csv
ben,am,v%pr_1,100-ch 2188,data/oxford_txts/LGW_oxford.txt,"I am betrayed!"""" and her heer torente,°",OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_1,100-ch 2191,data/oxford_txts/LGW_oxford.txt,"Wher be ye,° that I may nat with yow mete",OXFORD,LGW_gui_complete.csv
shinen,shone,v%pt_3,100-ch 2194,data/oxford_txts/LGW_oxford.txt,"No man she saw, and yit shone the mone",OXFORD,LGW_gui_complete.csv
connen,can,v%pr_1,100-ch 2217,data/oxford_txts/LGW_oxford.txt,"I can myselven in this cas nat rede!""""°",OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_pl,100-ch 2223,data/oxford_txts/LGW_oxford.txt,"And, in the signe of Taurus, men may see",OXFORD,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 2225,data/oxford_txts/LGW_oxford.txt,I wol no more speke of this matere;,OXFORD,LGW_gui_complete.csv
hoten,highte,v%pt_3,100-ch 2248,data/oxford_txts/LGW_oxford.txt,"That highte° Progne, flour° of her contree",OXFORD,LGW_gui_complete.csv
ben,am,v%pr_1,100-ch 2258,data/oxford_txts/LGW_oxford.txt,For I am wery of° him for to telle,OXFORD,LGW_gui_complete.csv
vouchen_sauf,vouchesauf,v%inf,100-ch 2273,data/oxford_txts/LGW_oxford.txt,"To vouchesauf° that, for a month or tweye,°",OXFORD,LGW_gui_complete.csv
greten,grete,v%imp,100-ch 2299,data/oxford_txts/LGW_oxford.txt,And grete° wel my doghter and thy wif,OXFORD,LGW_gui_complete.csv
wepen,wepte,v%pt_3,100-ch 2316,data/oxford_txts/LGW_oxford.txt,"And therwithal° she wepte tenderly,°",OXFORD,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 2349,data/oxford_txts/LGW_oxford.txt,And of° her suster forth I wol yow telle.,OXFORD,LGW_gui_complete.csv
seien,seyn,v%inf,100-ch 2354,data/oxford_txts/LGW_oxford.txt,"¶And, shortly° for to seyn, she hath her fille",OXFORD,LGW_gui_complete.csv
sitten,sitting,v%prp_abs,100-ch 2377,data/oxford_txts/LGW_oxford.txt,Her dombe° suster sitting hath she founde,OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_pl,100-ch 2387,data/oxford_txts/LGW_oxford.txt,"Ye may be war° of men, yif that yow liste.°",OXFORD,LGW_gui_complete.csv
don,doon,v%inf,100-ch 2389,data/oxford_txts/LGW_oxford.txt,"Doon so as Tereus, to lese° his name,°",OXFORD,LGW_gui_complete.csv
shulen,shul,v%pr_pl,100-ch 2391,data/oxford_txts/LGW_oxford.txt,Ful litel° while shul ye trewe° him have,OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_pl,100-ch 2396,data/oxford_txts/LGW_oxford.txt,"That may ye finde, if that it liketh° yow.",OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_pl,100-ch 2402,data/oxford_txts/LGW_oxford.txt,Thus may thise women prayen that it here.°,OXFORD,LGW_gui_complete.csv
shouven,shoof,v%pt_3,100-ch 2412,data/oxford_txts/LGW_oxford.txt,"That shoof° so sore,° his sail ne mighte stonde",OXFORD,LGW_gui_complete.csv
haven,han,v%pr_pl,100-ch 2459,data/oxford_txts/LGW_oxford.txt,Ye han wel herd of Theseus° devise°,OXFORD,LGW_gui_complete.csv
sweren,sworn,v%ppl,100-ch 2476,data/oxford_txts/LGW_oxford.txt,"And hath her sworn, he wolde nat sojorne,°",OXFORD,LGW_gui_complete.csv
willen,wold,v%pt_pl,100-ch 2502,data/oxford_txts/LGW_oxford.txt,"Highte° us, that ye wold comen, out of doute,°",OXFORD,LGW_gui_complete.csv
shulen,shal,v%pr_1,100-ch 2507,data/oxford_txts/LGW_oxford.txt,"But for al that, yif I shal soothly° sain,°",OXFORD,LGW_gui_complete.csv
witen,wot,v%pr_1,100-ch 2520,data/oxford_txts/LGW_oxford.txt,"But I wot° why ye come nat,” quod she;",OXFORD,LGW_gui_complete.csv
haven,han,v%pr_pl,100-ch 2522,data/oxford_txts/LGW_oxford.txt,"And of° the goddes that ye han forswore,°",OXFORD,LGW_gui_complete.csv
connen,coud,v%pt_pl,100-ch 2528,data/oxford_txts/LGW_oxford.txt,"How coud ye wepe so by craft?""""° quod she;",OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_pl,100-ch 2529,data/oxford_txts/LGW_oxford.txt,“May ther swiche° teres feined° be?,OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_pl,100-ch 2539,data/oxford_txts/LGW_oxford.txt,"That° folk may reden,° forby° as they go",OXFORD,LGW_gui_complete.csv
mouen,may,v%pr_pl,100-ch 2543,data/oxford_txts/LGW_oxford.txt,"But sothly,° of oo° point yit may they rede,°",OXFORD,LGW_gui_complete.csv
ben,be,v%imp,100-ch 2559,data/oxford_txts/LGW_oxford.txt,"¶Be war, ye women, of your sotil° fo",OXFORD,LGW_gui_complete.csv
beren,born,v%ppl,100-ch 2568,data/oxford_txts/LGW_oxford.txt,"And whan this child was born, this Danäo",OXFORD,LGW_gui_complete.csv
iberen,born,v%ppl,100-ch 2577,data/oxford_txts/LGW_oxford.txt,To° alle gode thewes° born was she,OXFORD,LGW_gui_complete.csv
seien,sey,v%pr_1,100-ch 2633,data/oxford_txts/LGW_oxford.txt,Tak heed° what I thy fader sey thee° here,OXFORD,LGW_gui_complete.csv
shulen,shal,v%pr_1,100-ch 2641,data/oxford_txts/LGW_oxford.txt,"That, but° thou do as I shal thee devise,°",OXFORD,LGW_gui_complete.csv
shulen,shal,v%pr_1,100-ch 2651,data/oxford_txts/LGW_oxford.txt,"After my might,° God wot,° I shal fulfille",OXFORD,LGW_gui_complete.csv
willen,wol,v%pr_1,100-ch 2660,data/oxford_txts/LGW_oxford.txt,"But whiche° I noot,° wherfor° I wol° be siker.°",OXFORD,LGW_gui_complete.csv
shulen,shul,v%pr_pl,100-ch 2689,data/oxford_txts/LGW_oxford.txt,"¶""""Allas! and shul my handes blody be?",OXFORD,LGW_gui_complete.csv
moten,mot,v%pr_1,100-ch 2698,data/oxford_txts/LGW_oxford.txt,Or° he or I mot nedes° lese° our lif.,OXFORD,LGW_gui_complete.csv
lepen,leep,v%pt_3,100-ch 2709,data/oxford_txts/LGW_oxford.txt,And at the window leep° he fro the lofte°,OXFORD,LGW_gui_complete.csv
haven,han,v%pr_pl,The Friar's Prologue 1271,data/oxford_txts/FriPro_oxford.txt,"Ye han heer touched,° also moot I thee,°",OXFORD,FriPro_gui_complete.csv
haven,han,v%pr_pl,The Friar's Prologue 1273,data/oxford_txts/FriPro_oxford.txt,"Ye han seid muche thing right wel, I seye;",OXFORD,FriPro_gui_complete.csv
willen,wol,v%pr_1,The Friar's Prologue 1279,data/oxford_txts/FriPro_oxford.txt,I wol yow of a somnour° telle a game.°,OXFORD,FriPro_gui_complete.csv
mouen,may,v%pr_pl,The Friar's Prologue 1280,data/oxford_txts/FriPro_oxford.txt,"Pardee,° ye may wel knowe by the name",OXFORD,FriPro_gui_complete.csv
preien,pray,v%pr_1,The Friar's Prologue 1282,data/oxford_txts/FriPro_oxford.txt,I pray that noon of you be ivele apaid.°,OXFORD,FriPro_gui_complete.csv
shulen,shold,v%pt_pl,The Friar's Prologue 1286,data/oxford_txts/FriPro_oxford.txt,"¶Our Host tho spak, “A! sir, ye shold be hende°",OXFORD,FriPro_gui_complete.csv
